Name,Location,Total_Area,Price_per_SQFT
"Dhame chal  daund,Daund, Pune","Dhame chal  daund,Daund, Pune",1000,5000.0
Ambiance Residency,"Laxmi Colony, Hadapsar,Pune",1000,5000.0
"Maple Aapla Ghar,Uruli Kanchan, Pune","Maple Aapla Ghar,Uruli Kanchan, Pune",479,5220.0
"Jadhav Nagar, Mundhwa,Pune","Jadhav Nagar, Mundhwa,Pune",2000,6250.0
Aapla ghar phase 2,"Sanaswadi, Pune",480,3130.0
Xrbia Abode,"Jambhul, Pune",363,4960.0
"Panshet, Pune","Panshet, Pune",4500,2780.0
Namrata Ecocity 2,"Tukaram Nagar, Talegaon Dabhade,Pune",610,4430.0
Pasaydan,"Alandi, Pune",1800,5550.0
Vishal Nagari,"Gokul Colony, Dighi,Pune",567,6000.0
Yuvraj Jijau sankul,"Mahadev Nagar, Dhayari,Pune",480,4170.0
"Jadhav Nagar, Mundhwa,Pune","Jadhav Nagar, Mundhwa,Pune",853,8790.0
Vastu Forest Nest Phase 1,"Shelgaon, Pune",750,2670.0
Pate Skyi Star Town Phase V,"Bhukum, Pune",830,6260.0
"Narhe, Pune","Narhe, Pune",2200,5450.0
"Wagholi, Pune","Wagholi, Pune",650,3080.0
"hilland,Bellagio, Undri,Pune","hilland,Bellagio, Undri,Pune",6600,6820.0
"Siddhivinayak society ,Jambhulwadi, Pune","Siddhivinayak society ,Jambhulwadi, Pune",535,2990.0
"Ramya Nagari, Bibwewadi,Pune","Ramya Nagari, Bibwewadi,Pune",250,5600.0
"Aayush Park 2,Varale, Pune","Aayush Park 2,Varale, Pune",750,6670.0
Hari Om Hari Om Residency,"Narhe, Pune",380,4340.0
"Warje Malwadi, Pune","Warje Malwadi, Pune",1304,6900.0
"Hindustan Antibiotics Colony, Pimpri,Pune","Hindustan Antibiotics Colony, Pimpri,Pune",458,12010.0
Goel Ganga Legend A2 And B4,"Ram Nagar, Bavdhan,Pune",634,7100.0
"Sector No. 3, Bhosari,Pune","Sector No. 3, Bhosari,Pune",640,7260.0
Xrbia Riverfront,"Yashwant Nagar, Talegaon Dabhade,Pune",234,6410.0
Asha Shaama Estate Phase II,"Chovisawadi, Charholi Budruk,Pune",520,4810.0
"Bhukum, Pune","Bhukum, Pune",2900,3790.0
Lotus Shobha Park,"Gandham Nagar, Yerawada,Pune",750,6270.0
"kondhw dhavde,Uttam Nagar, Pune","kondhw dhavde,Uttam Nagar, Pune",622,3620.0
"Vardhaman gold,Talegaon Dabhade, Pune","Vardhaman gold,Talegaon Dabhade, Pune",580,3620.0
"Siddhivinayak society Ambegaon,Jambhulwadi, Pune","Siddhivinayak society Ambegaon,Jambhulwadi, Pune",535,299000.0
"Siddhivinayak Vision Woods,Jambhul, Pune","Siddhivinayak Vision Woods,Jambhul, Pune",639,3280.0
Ranjeet SS Teak County Phase 2,"Khed Shivapur, Pune",1800,5550.0
Ranjeet SS Teak County Phase 2,"Khed Shivapur, Pune",2000,5000.0
Joyville Hadapsar Annexe Phase 11,"Shewalewadi, Pune",1200,5000.0
"Fursungi, Pune","Fursungi, Pune",1500,5670.0
"Trishul Housing Society, Saswad,Pune","Trishul Housing Society, Saswad,Pune",600,4170.0
Sai kunj,"Shastri Nagar, Kasarwadi,Pune",780,5770.0
"Dobarwadi, Ghorpadi,Pune","Dobarwadi, Ghorpadi,Pune",3850,11690.0
"Talegaon Dhamdhere, Pune","Talegaon Dhamdhere, Pune",550,4000.0
"4 bhk independent house,Siddhartha Nagar, Wagholi,Pune","4 bhk independent house,Siddhartha Nagar, Wagholi,Pune",1000,7500.0
"Shree ram nagar ambethan road,Aambethan, Pune","Shree ram nagar ambethan road,Aambethan, Pune",600,3500.0
Majestique Aqua Phase I,"Fursungi, Pune",643,4980.0
"Visionwoods,Jambhul, Pune","Visionwoods,Jambhul, Pune",639,3280.0
Jalan Eco Valley,"Kanhe, Pune",768,3250.0
DR Gavhane Memoir,"Ganesh Nagar Chikhali, Chikhali,Pune",800,5630.0
"Mahindra Antheia,Hindustan Antibiotics Colony, Pimpri,Pune","Mahindra Antheia,Hindustan Antibiotics Colony, Pimpri,Pune",600,9330.0
"Wagholi, Pune","Wagholi, Pune",1197,7940.0
"Ambegaon Bk, Pune","Ambegaon Bk, Pune",2304,8680.0
Kadambari CHS,"Mahadev Nagar, Dhayari,Pune",568,4580.0
"Overa,Nana Peth, Bhawani Peth,Pune","Overa,Nana Peth, Bhawani Peth,Pune",800,10250.0
"Gorhe Bk., Pune","Gorhe Bk., Pune",730,4660.0
Dhanlaxmi Heights,"Manjari Khurd, Pune",275,4450.0
Xrbia Abode,"Jambhul, Pune",601,5320.0
Tanishq Vlasta ,"Alandi, Pune",481,6860.0
"Katarkhadak, Pune","Katarkhadak, Pune",1150,6090.0
"SKYi Manas Lake,Bhukum, Pune","SKYi Manas Lake,Bhukum, Pune",710,5920.0
Goel Ganga Legend A4 And B1,"Ram Nagar, Bavdhan,Pune",1350,6670.0
Viijcon The Vivansaa Cellandine,"Kasarsai, Pune",1300,5380.0
Kalp Residency D Wing,"Chakan, Pune",875,4800.0
"Patas, Pune","Patas, Pune",4500,2780.0
"Dobarwadi, Ghorpadi,Pune","Dobarwadi, Ghorpadi,Pune",3400,9560.0
"Vision City,Tukaram Nagar, Talegaon Dabhade,Pune","Vision City,Tukaram Nagar, Talegaon Dabhade,Pune",1268,3710.0
Residency,"Vikas Nagar, Vikas Nagar,Pune",550,11820.0
Pride,"Diwad, Pune",1000,11000.0
"Shankar Kalat Nagar, Wakad,Pune","Shankar Kalat Nagar, Wakad,Pune",736,10600.0
"Keshav nagar police station ,Keshav Nagar, Pune","Keshav nagar police station ,Keshav Nagar, Pune",1000,5500.0
Siddhashila Eela,"Vishnu Dev Nagar, Punawale,Pune",375,6930.0
"Kolhewadi, Pune","Kolhewadi, Pune",4800,5420.0
"Inna Apartment ,Parvati Hills, Parvati Darshan,Pune","Inna Apartment ,Parvati Hills, Parvati Darshan,Pune",450,7780.0
"Mulshi, Pune","Mulshi, Pune",3500,2570.0
"Kare aurveda mulshi,Mulshi, Pune","Kare aurveda mulshi,Mulshi, Pune",11000,1360.0
"Kunjirwadi, Pune","Kunjirwadi, Pune",1089,3490.0
"Yashoda Colony, Wakad,Pune","Yashoda Colony, Wakad,Pune",2200,8860.0
Ajit Yuthika Enclave,"Khadakwasla, Pune",1150,4830.0
"Atharva Siddhi,Ambegaon Bk, Pune","Atharva Siddhi,Ambegaon Bk, Pune",722,5260.0
Xrbia Abode,"Jambhul, Pune",370,3240.0
Anugraha Apartment,"Morwadi, Pune",750,8930.0
"Xrbia Ambi,Tukaram Nagar, Talegaon Dabhade,Pune","Xrbia Ambi,Tukaram Nagar, Talegaon Dabhade,Pune",320,5630.0
Aapurva Heights,"Ambegaon, Pune",500,5000.0
Sancheti Eves Garden,"Lonkar Nagar, Mundhwa,Pune",850,6120.0
Vastushodh Anandgram Wakhari,"Wakhari, Pune",500,2200.0
Playtor,"Ranjangaon, Pune",385,4670.0
"Nilanjali Society, Kalyani Nagar,Pune","Nilanjali Society, Kalyani Nagar,Pune",650,8460.0
"Sukh nagari,Ganga Nagar, Akurdi,Pune","Sukh nagari,Ganga Nagar, Akurdi,Pune",3000,5000.0
Abhaydev Ayodhyapuram,"Talegaon Dhamdhere, Pune",550,3450.0
"Anant Sushtri Jambhulgaon Kanhe Near Kanhe Railway Station Opp Mahindra Co,Kanhe, Pune","Anant Sushtri Jambhulgaon Kanhe Near Kanhe Railway Station Opp Mahindra Co,Kanhe, Pune",600,4170.0
Ujwal Terraces,"Abasaheb Raikar Nagar, Dhayari,Pune",470,4890.0
"Srbia,Jambhul, Pune","Srbia,Jambhul, Pune",334,6590.0
"Grand View 7,Ambegaon, Pune","Grand View 7,Ambegaon, Pune",2700,8520.0
"Sushma,Dehu Road Cantonment, Pune","Sushma,Dehu Road Cantonment, Pune",550,3640.0
Xrbia Abode,"Jambhul, Pune",275,5820.0
S K Apartments,"Narhe, Pune",380,4210.0
S K Apartments,"Narhe, Pune",380,4210.0
"Shivam Green Court ,Mahalunge Ingale, Pune","Shivam Green Court ,Mahalunge Ingale, Pune",1075,3720.0
"Rambagh Colony, Rahatani,Pune","Rambagh Colony, Rahatani,Pune",487,9650.0
Tirupati Balaji Nisarg,"Shiraswadi, Pune",638,2350.0
"Emerald building ,Ambegaon Bk, Pune","Emerald building ,Ambegaon Bk, Pune",683,5640.0
Xrbia Abode,"Jambhul, Pune",363,5790.0
"Shankar Kalat Nagar, Wakad,Pune","Shankar Kalat Nagar, Wakad,Pune",435,7590.0
Om Residency,"Kirkatwadi, Pune",256,4690.0
"Mahatma Phule Peth, Pune","Mahatma Phule Peth, Pune",1285,6610.0
Avon Vista Phase 1 And Phase 2,"Patil Nagar, Balewadi,Pune",1000,8500.0
Palash Sanskruti Residency,"Baramati, Pune",1113,4670.0
"Yogesh apartment,Industrial Area, Nanded,Pune","Yogesh apartment,Industrial Area, Nanded,Pune",400,3750.0
Mantra Magic,"Chimbali, Pune",640,4380.0
"SKYi Star Towers,Bhukum, Pune","SKYi Star Towers,Bhukum, Pune",555,5410.0
Utkarsha CHS,"Kirti Nagar, Vadgaon Budruk,Pune",328,3200.0
"Dhanori, Pune","Dhanori, Pune",620,6770.0
"Sell building,Siddhartha Nagar, Wagholi,Pune","Sell building,Siddhartha Nagar, Wagholi,Pune",1000,7500.0
Kohinoor Abhimaan Homes,"Shirgaon, Pune",450,4890.0
"Siddhartha Nagar, Wagholi,Pune","Siddhartha Nagar, Wagholi,Pune",650,11080.0
"Aapla Ghar ,Ranjangaon, Pune","Aapla Ghar ,Ranjangaon, Pune",450,3780.0
"Varve Budruk, Pune","Varve Budruk, Pune",1500,7330.0
Kumar Palaash,"Sainath Nagar, Wadgaon Sheri,Pune",1000,8000.0
Trinity Greens,"Bhumkar Nagar, Wakad,Pune",954,7500.0
"Pratham Apartment ,Loni Kalbhor, Pune","Pratham Apartment ,Loni Kalbhor, Pune",500,5400.0
"Chandan Garden NIBM,Mohammed Wadi, Pune","Chandan Garden NIBM,Mohammed Wadi, Pune",2700,11480.0
"om pearl,Narhe, Pune","om pearl,Narhe, Pune",300,3670.0
"Pashan, Pune","Pashan, Pune",2500,16000.0
"Saiv Bk., Pune","Saiv Bk., Pune",5800,9480.0
Avani Nilay,"Vadhu Budruk, Pune",570,2720.0
Saarrthi Sinclair,"Warje Malwadi, Pune",550,9090.0
"Swaymbhu ,Gangadham Phase II, Ganga Dham,Pune","Swaymbhu ,Gangadham Phase II, Ganga Dham,Pune",1257,14720.0
"Ganga ,Koregaon Park Annexe, Mundhwa,Pune","Ganga ,Koregaon Park Annexe, Mundhwa,Pune",675,7410.0
Dwarka Project 2,"Mahalunge Ingale, Pune",850,5880.0
Bora Park,"Shri Ram Colony, Pimple Saudagar,Pune",640,7030.0
Amit Astonia Royale,"Ambegaon Budruk, Pune",1059,7080.0
"Aapla Ghar Talegaon Dhamdhere,Talegaon Dhamdhere, Pune","Aapla Ghar Talegaon Dhamdhere,Talegaon Dhamdhere, Pune",411,2430.0
Gangadham Phase 2,"Gangadham Phase II, Ganga Dham,Pune",700,10000.0
Maple Aapla Ghar Lonikand,"Lonikand, Pune",650,4620.0
Nulife Phase 1,"Kamshet, Pune",910,7910.0
"Baner, Pune","Baner, Pune",825,8610.0
"Shivnagar Chirke Colony, Lohegaon,Pune","Shivnagar Chirke Colony, Lohegaon,Pune",1475,5080.0
"Ravet, Pune","Ravet, Pune",1057,6210.0
Namrata Happycity Varale,"Talegaon Dabhade, Pune",429,5590.0
Pride Aloma County,"Sindhi Colony, Aundh,Pune",1609,11060.0
Xrbia Abode,"Jambhul, Pune",300,5000.0
Pristine Purvrang Part 1,"Perne, Pune",370,4320.0
Kunal Puram,"Phugewadi, Dapodi,Pune",2795,7510.0
"Manjri green park,Manjari Budruk, Pune","Manjri green park,Manjari Budruk, Pune",1250,8800.0
Xrbia Hinjewadi Road,"Bebadohal, Pune",950,42100.0
"Vitthal Nagar, Warje,Pune","Vitthal Nagar, Warje,Pune",2178,8260.0
"Sahyog Nagar, Chikhali,Pune","Sahyog Nagar, Chikhali,Pune",830,5420.0
Mega Maval Shades,"Mhalaskar Wadi, Vadgaon,Pune",2000,6250.0
"Minakshi Puram, Vadgaon Budruk,Pune","Minakshi Puram, Vadgaon Budruk,Pune",700,5000.0
"Sidhi vinayak vision city jabhulgaon PUNE ,Jadhav Nagar, Vadgaon Budruk,Pune","Sidhi vinayak vision city jabhulgaon PUNE ,Jadhav Nagar, Vadgaon Budruk,Pune",1400,2790.0
"Hindustan Antibiotics Colony, Pimpri,Pune","Hindustan Antibiotics Colony, Pimpri,Pune",1280,5860.0
"Bhim Nagar, Moshi,Pune","Bhim Nagar, Moshi,Pune",800,32500.0
"Shankar Kalat Nagar, Wakad,Pune","Shankar Kalat Nagar, Wakad,Pune",2800,13570.0
Lambodar Vasant Ganesh Vishwa,"Bavdhan, Pune",540,9630.0
"Platinum Towers,Shankar Kalat Nagar, Wakad,Pune","Platinum Towers,Shankar Kalat Nagar, Wakad,Pune",850,9180.0
"Sai Home CHS,Tanaji Nagar, Ambegaon Pathar,Pune","Sai Home CHS,Tanaji Nagar, Ambegaon Pathar,Pune",540,4630.0
Pristine Purvrang Part 1,"Perne, Pune",700,3500.0
Roshan One,"Bhamboli, Pune",370,4860.0
"Bhamboli, Pune","Bhamboli, Pune",443,3840.0
Anushree Astral Residency,"Punawale, Pune",587,6260.0
Kohinoor Abhimaan Homes,"Shirgaon, Pune",796,4140.0
"Hingane Home Colony, Karve Nagar,Pune","Hingane Home Colony, Karve Nagar,Pune",4000,13750.0
Trimurti Nagar,"Bhekrai Nagar, Fursungi,Pune",800,4380.0
"Warulwadi, Narayangaon,Pune","Warulwadi, Narayangaon,Pune",900,3560.0
"Warulwadi, Narayangaon,Pune","Warulwadi, Narayangaon,Pune",900,7440.0
"Warulwadi, Narayangaon,Pune","Warulwadi, Narayangaon,Pune",900,6110.0
"Talegaon Dhamdhere, Pune","Talegaon Dhamdhere, Pune",750,2670.0
Triaa Prince Town,"Shikrapur, Pune",908,2750.0
"Ravet, Pune","Ravet, Pune",1015,6220.0
"Siddharth Nagar Ph ,Sindhi Colony, Aundh,Pune","Siddharth Nagar Ph ,Sindhi Colony, Aundh,Pune",1075,9770.0
Pristine Pristine Palms,"Bakori, Pune",627,2710.0
"Clover Park, Viman Nagar,Pune","Clover Park, Viman Nagar,Pune",1500,7330.0
"Nancy hill Vive ,Baner, Pune","Nancy hill Vive ,Baner, Pune",900,9890.0
"Shikrapur, Pune","Shikrapur, Pune",2050,2440.0
Om Sai Shiv Sai,"Wagholi, Pune",320,4840.0
Grace Grace Classic,"Guruwar Peth, Pune",424,6540.0
Wadkar Heights,"Wadaki, Pune",600,7500.0
"Junnar, Pune","Junnar, Pune",15000,2330.0
Suyog Sadan,"Vishal Nagar, Pimple Nilakh,Pune",546,7330.0
Sara Orchids,"Chakan, Pune",1020,3730.0
"Kalas Area, Kalas,Pune","Kalas Area, Kalas,Pune",1300,6230.0
"Amrutganga,Wadegaon, Pune","Amrutganga,Wadegaon, Pune",563,12790.0
Shobha Height,"Shivane, Pune",555,4500.0
Balaji Nisarg,"Shiraswadi, Pune",700,2570.0
Balaji Nisarg,"Shiraswadi, Pune",500,3000.0
Pride Purple Park Springs,"Lohegaon, Pune",1317,6230.0
"Shankar Kalat Nagar, Wakad,Pune","Shankar Kalat Nagar, Wakad,Pune",700,6710.0
"sonsavar apartment,Ram Nagar, Pimple Gurav,Pune","sonsavar apartment,Ram Nagar, Pimple Gurav,Pune",580,5690.0
"Baner, Pune","Baner, Pune",1100,8180.0
Vastushodh Anandgram Wakhari,"Wakhari, Pune",1000,1600.0
"Varale, Pune","Varale, Pune",680,3380.0
"Vitthal Nagar, Warje,Pune","Vitthal Nagar, Warje,Pune",402,6720.0
Maple Aapla Ghar Ranjangaon,"Ranjangaon, Pune",443,3840.0
"Indira Apartment,Tulshibagwale Colony, Parvati Darshan,Pune","Indira Apartment,Tulshibagwale Colony, Parvati Darshan,Pune",1021,13710.0
Kumar Picasso,"Vetal Nagar, Hadapsar,Pune",2200,6360.0
Mont Vert Avion,"Pashan, Pune",1300,10000.0
" Near Shrikrishna Theater ,Budhwar Peth, Pune"," Near Shrikrishna Theater ,Budhwar Peth, Pune",690,7750.0
"Sairutu height,Manter Wadi, Pune","Sairutu height,Manter Wadi, Pune",270,3700.0
"Sus, Pune","Sus, Pune",1300,2920.0
"Baramati, Pune","Baramati, Pune",11000,109000.0
Shivleela Park,"Suresh Nagar, Fursungi,Pune",550,3820.0
Shivleela Park,"Suresh Nagar, Fursungi,Pune",690,2900.0
"Rakshak Nagar, Kharadi,Pune","Rakshak Nagar, Kharadi,Pune",2000,9000.0
Skyi Star Town Phase V,"Lavale, ,Pune",1040,5770.0
Icon Windsor Apartments,"Shankar Kalat Nagar, Wakad,Pune",665,6920.0
"Tanish ,Alandi, Pune","Tanish ,Alandi, Pune",587,3920.0
Shree Rivera,"Mithila Nagari, Pimple Saudagar,Pune",720,8050.000000000001
High Bliss,"Dhayari Village, Dhayari,Pune",700,4570.0
"Nerhe, Pune","Nerhe, Pune",798,3760.0
Kohinoor Abhimaan Homes,"Shirgaon, Pune",730,5480.0
Abhijeet Acropolis,"Uruli Kanchan, Pune",900,4720.0
"Sector No. 1, Bhosari,Pune","Sector No. 1, Bhosari,Pune",765,4180.0
"kalpashi,Subhash Nagar, Shukrawar Peth,Pune","kalpashi,Subhash Nagar, Shukrawar Peth,Pune",345,8700.0
"Subhash Nagar, Shukrawar Peth,Pune","Subhash Nagar, Shukrawar Peth,Pune",1750,10000.0
"Sus, Pune","Sus, Pune",1100,5450.0
Namrata Ecocity 2,"Talegaon Dabhade, Pune",951,3790.0
"Vetal Nagar, Hadapsar,Pune","Vetal Nagar, Hadapsar,Pune",650,10000.0
Tirupati Balaji Nisarg,"Wagholi, Pune",280,2500.0
"Sahil Heights,Fursungi, Pune","Sahil Heights,Fursungi, Pune",550,2730.0
"Shree Laxmi Apartment ,Mahadev Nagar, Dhayari,Pune","Shree Laxmi Apartment ,Mahadev Nagar, Dhayari,Pune",740,4860.0
"Tranquil Park ,Shivnagar Chirke Colony, Lohegaon,Pune","Tranquil Park ,Shivnagar Chirke Colony, Lohegaon,Pune",940,5850.0
"Amber Apartments,Baner, Pune","Amber Apartments,Baner, Pune",1040,9130.0
"Amber Apartments,Baner, Pune","Amber Apartments,Baner, Pune",1040,9130.0
Ganesh Plaza,"Narhe, Pune",890,5060.0
"Gaurav A Housing Society ,Indira Nagar, Dhanori,Pune","Gaurav A Housing Society ,Indira Nagar, Dhanori,Pune",850,4000.0
"dagdu patil nagar Shinde REsidenvy,Power Nagar, Thergaon,Pune","dagdu patil nagar Shinde REsidenvy,Power Nagar, Thergaon,Pune",487,4720.0
"Maharashtra Vidhyut Department Quarters, Fursungi,Pune","Maharashtra Vidhyut Department Quarters, Fursungi,Pune",600,4170.0
A Square Janki Pride,"Yashwant Nagar, Talegaon Dabhade,Pune",593,3880.0
"Baner, Pune","Baner, Pune",1050,7900.0
"Shivnagar Chirke Colony, Lohegaon,Pune","Shivnagar Chirke Colony, Lohegaon,Pune",2570,6420.0
"Shani Nagar, Ambegaon Budruk,Pune","Shani Nagar, Ambegaon Budruk,Pune",700,6860.0
"mont vert vista,Uravade, Pirangut,Pune","mont vert vista,Uravade, Pirangut,Pune",991,4840.0
KUL Utsav,"Tyni Audyogic Wasahat, Kondhwa,Pune",427,4800.0
Tanish Srushti,"Alandi, Pune",600,4170.0
"Dnyanada park,Chakan, Pune","Dnyanada park,Chakan, Pune",900,2440.0
Yadgar Golden Nest,"Baramati, Pune",910,3850.0
"Ambegaon Bk, Pune","Ambegaon Bk, Pune",660,4540.0
"Charholi Budruk, Pune","Charholi Budruk, Pune",500,3200.0
Sara Sara City Phase 4,"Chakan, Pune",465,2580.0
"Mahalaxmi complex mahadev nagar Dhayari ,Mahadev Nagar, Dhayari,Pune","Mahalaxmi complex mahadev nagar Dhayari ,Mahadev Nagar, Dhayari,Pune",624,3850.0
Jagdish Agashe Sheetal Baug Society,"Sector No. 3, Bhosari,Pune",545,5500.0
Radha Krishna Apartment,"Shaniwar Peth, Pune",3000,7500.0
Raviraj Yellow Blossoms,"Hingane Home Colony, Karve Nagar,Pune",1340,7460.0
Dwarka Sun Crest Phase II,"Rambagh Colony, Pimple Saudagar,Pune",950,8420.0
Swapna Nagari,"Saswad, Pune",922,3850.0
RKH Blessings B And C Building,"MIDC, Moshi,Pune",1200,7250.0
"Ambegaon, Pune","Ambegaon, Pune",525,5710.0
"manubai niwas CHS,Junnar, Pune","manubai niwas CHS,Junnar, Pune",675,4440.0
"Prabhag 36, Erandwane,Pune","Prabhag 36, Erandwane,Pune",675,17040.0
"Shinde heights,Fursungi, Pune","Shinde heights,Fursungi, Pune",860,3490.0
"Sara City,Chakan, Pune","Sara City,Chakan, Pune",595,3700.0
"Phugewadi, Dapodi,Pune","Phugewadi, Dapodi,Pune",585,5470.0
"Shree Yash Apartments,Vidyanagar, Dhanori,Pune","Shree Yash Apartments,Vidyanagar, Dhanori,Pune",525,4760.0
"Sara City,Chakan, Pune","Sara City,Chakan, Pune",600,3670.0
"Baner, Pune","Baner, Pune",610,7700.0
"Shree Yash Apartments,Vidyanagar, Dhanori,Pune","Shree Yash Apartments,Vidyanagar, Dhanori,Pune",525,4760.0
"Sainath Colony, Old Sangvi,Pune","Sainath Colony, Old Sangvi,Pune",605,7600.0
Sangam Apartment,"Kashewadi, Pune",800,5000.0
"Rajgad colony Gayatri apartment ,Somdas Colony, Rahatani,Pune","Rajgad colony Gayatri apartment ,Somdas Colony, Rahatani,Pune",400,6500.0
"Ganeshpuram Society,Trishul Housing Society, Saswad,Pune","Ganeshpuram Society,Trishul Housing Society, Saswad,Pune",750,3070.0
Sangam Apartment,"Kashewadi, Pune",600,5000.0
Paramount Eros,"Katrajnagar, Katraj,Pune",750,7330.0
"Jaideep Park,Sector No. 3, Bhosari,Pune","Jaideep Park,Sector No. 3, Bhosari,Pune",618,5020.0
River Residency,"Jadhav Wadi, Chikhali,Pune",577,5200.0
"Ayodhyanagari ,Rajgurunagar, Pune","Ayodhyanagari ,Rajgurunagar, Pune",850,2230.0
Suvidha Nisarg,"Khed Shivapur, Pune",685,3360.0
"Chakan, Pune","Chakan, Pune",450,2890.0
"Chakan, Pune","Chakan, Pune",450,2890.0
"Grandview7 ,Shani Nagar, Ambegaon Budruk,Pune","Grandview7 ,Shani Nagar, Ambegaon Budruk,Pune",640,6250.0
Krishna Kunj Apartment,"Netaji Nagar, Pimple Gurav,Pune",750,4670.0
"B G S,Vetal Nagar, Hadapsar,Pune","B G S,Vetal Nagar, Hadapsar,Pune",450,3110.0
"Bhupali Apartments,Tanaji Nagar, Ambegaon Pathar,Pune","Bhupali Apartments,Tanaji Nagar, Ambegaon Pathar,Pune",900,3330.0
"Khadki, Pune","Khadki, Pune",6500,38460.0
"Ranjangaon, Pune","Ranjangaon, Pune",640,2340.0
"Uruli Devachi, Pune","Uruli Devachi, Pune",1500,3670.0
Maple Aapla Ghar Shikrapur,"Shikrapur, Pune",666,2250.0
Saffron Gatha Aarambh,"Dehu, Pune",600,5170.0
A K Surana Kamaldeep Gardens ,"Kondhwa, Pune",540,3520.0
Sheth Silver Park Society by Ashwin Sheth Group,"Ambegaon, Pune",900,3330.0
"Life ville,Kalajewadi, Charholi Budruk,Pune","Life ville,Kalajewadi, Charholi Budruk,Pune",500,5400.0
"Om sai building,Ram Nagar, Pimple Gurav,Pune","Om sai building,Ram Nagar, Pimple Gurav,Pune",800,4380.0
Shaan Court,"Market Yard, Gultekdi,Pune",1400,12500.0
"Vihar,Adarsh Nagar, Kalewadi,Pune","Vihar,Adarsh Nagar, Kalewadi,Pune",644,6680.0
Xrbia,"Nerhe, Pune",750,3600.0
"Malegaon Budruk, Pune","Malegaon Budruk, Pune",1070,7290.0
Calyx Vanalika,"Pirangut, Pune",580,3450.0
"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune","Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",500,3400.0
"Sangam Nagar, Old Sangvi,Pune","Sangam Nagar, Old Sangvi,Pune",400,4660.0
Saarrthi Sinclair,"Warje Malwadi, Pune",874,6410.0
"Sainikwadi, Wadgaon Sheri,Pune","Sainikwadi, Wadgaon Sheri,Pune",15000,433000.0
Uday Glorious Park,"Gurudwara Colony, Nigdi,Pune",700,5710.0
"Yerawada, Pune","Yerawada, Pune",950,4210.0
"Talegaon Dabhade, Pune","Talegaon Dabhade, Pune",810,3580.0
"Playtor Rajgurunagar,Chakan, Pune","Playtor Rajgurunagar,Chakan, Pune",410,4390.0
"Playtor Rajgurunagar,Chakan, Pune","Playtor Rajgurunagar,Chakan, Pune",410,4390.0
 Bupali Apartment,"Ambegaon Budruk, Pune",900,3330.0
"Neture blessing society ,Gorhe Bk., Pune","Neture blessing society ,Gorhe Bk., Pune",980,3570.0
"Shiv Aapartment,Hindustan Antibiotics Colony, Pimpri,Pune","Shiv Aapartment,Hindustan Antibiotics Colony, Pimpri,Pune",510,4710.0
"sonigari vihar,Nandadeep Colony, Kalewadi,Pune","sonigari vihar,Nandadeep Colony, Kalewadi,Pune",670,6720.0
MD Global Heights,"Charholi Budruk, Pune",628,5250.0
"rudra villa ,Bhilarewadi, Pune","rudra villa ,Bhilarewadi, Pune",450,3560.0
Kolte Patil Life Republic Sector R3 3rd Avenue,"Marunji, Pune",610,6390.0
"Krushnavihar,Tanaji Nagar, Ambegaon Pathar,Pune","Krushnavihar,Tanaji Nagar, Ambegaon Pathar,Pune",530,4720.0
"Unnatinagar, Hadapsar,Pune","Unnatinagar, Hadapsar,Pune",500,3400.0
Balaji Casa Height,"Marunji, Pune",550,5450.0
Orchid Emerald,"District Center, Spine Road,Pune",945,10050.0
"Subhash Nagar, Shukrawar Peth,Pune","Subhash Nagar, Shukrawar Peth,Pune",720,7640.0
"Vishnu Vihar,Raghav Nagar, Ambegaon Pathar,Pune","Vishnu Vihar,Raghav Nagar, Ambegaon Pathar,Pune",1500,2330.0
"Wagholi, Pune","Wagholi, Pune",425,5880.0
"Tanaji Nagar, Ambegaon Pathar,Pune","Tanaji Nagar, Ambegaon Pathar,Pune",591,4740.0
Rameshwar Yashobhoomi,"Hindustan Antibiotics Colony, Pimpri,Pune",838,5010.0
"Ramya Nagari, Bibwewadi,Pune","Ramya Nagari, Bibwewadi,Pune",300,4670.0
Shubham Siddhi,"Swaraj Nagari, Talegaon Dabhade,Pune",600,4500.0
"Chandrabhaga Nagar, Dhankawadi,Pune","Chandrabhaga Nagar, Dhankawadi,Pune",2600,5190.0
"Talegaon Dabhade, Pune","Talegaon Dabhade, Pune",560,3750.0
Daya Apartment,"Ganga Nagar, Akurdi,Pune",420,5000.0
"Kondhwa, Pune","Kondhwa, Pune",400,4750.0
"Alandi, Pune","Alandi, Pune",620,4350.0
Daya Apartment,"Dattawadi, Akurdi,Pune",420,5240.0
"Alandi, Pune","Alandi, Pune",750,3730.0
Nirman Nadbramha Society,"Chaitanya Nagari, Warje,Pune",300,5000.0
DS Atulya Park Royale,"Dighi, Pune",613,5870.0
Shree Gurudatta Sai Siddhi Heights,"Yashwant Nagar, Talegaon Dabhade,Pune",440,6360.0
 Hari Vijay Society,"Parvati Darshan, Pune",350,7140.0
"Aashiyana Heights,Yewalewadi, Pune","Aashiyana Heights,Yewalewadi, Pune",450,2890.0
"Katrajnagar, Katraj,Pune","Katrajnagar, Katraj,Pune",500,3200.0
"SRPF, Wanowrie,Pune","SRPF, Wanowrie,Pune",4020,9700.0
