Name,Location,Total_Area,Price_per_SQFT
"Siddaramana Dinne, Rajajinagar,Bangalore","Siddaramana Dinne, Rajajinagar,Bangalore",1225,1550.0
"Andrahalli, Bangalore","Andrahalli, Bangalore",1800,3310.0
"Electronic city ,Konappana Agrahara, Electronic City,Bangalore","Electronic city ,Konappana Agrahara, Electronic City,Bangalore",3505,3370.0
"Stage 2, BTM Layout,Bangalore","Stage 2, BTM Layout,Bangalore",2000,4750.0
"Bannerughatta, Bangalore","Bannerughatta, Bangalore",400,6000.0
"Teachers Colony, Chandapura,Bangalore","Teachers Colony, Chandapura,Bangalore",2225,5120.0
Lakshmi Enclave,"Dodsworth Layout, Whitefield,Bangalore",860,4300.0
"Bommanahalli, Bangalore","Bommanahalli, Bangalore",2602,3650.0
"Stage 2, BTM Layout,Bangalore","Stage 2, BTM Layout,Bangalore",1715,5010.0
"Bommanahalli, Bangalore","Bommanahalli, Bangalore",2600,3650.0
"Bommanahalli, Bangalore","Bommanahalli, Bangalore",2601,3650.0
"Singanayakanahalli, Bangalore","Singanayakanahalli, Bangalore",1800,2890.0
"Yesvantpur Industrial Suburb, Yeshwanthpur,Bangalore","Yesvantpur Industrial Suburb, Yeshwanthpur,Bangalore",1500,12500.0
G.v Residency,"Mahadevapura, Bangalore",1350,4070.000000000001
"Devarachikkana Halli, Bangalore","Devarachikkana Halli, Bangalore",1500,5670.0
"Stage 1, BTM Layout,Bangalore","Stage 1, BTM Layout,Bangalore",4800,4790.0
"Virgonagar, Aavalahalli,Bangalore","Virgonagar, Aavalahalli,Bangalore",1500,3200.0
"8th Phase, JP Nagar,Bangalore","8th Phase, JP Nagar,Bangalore",3800,5000.0
Pariwar Passion,"Phase 2, Doddakammanahalli,Bangalore",1285,4820.0
"Vinayak Layout, Medahalli,Bangalore","Vinayak Layout, Medahalli,Bangalore",883,5210.0
"Thotada Guddadhalli Village, Bangalore","Thotada Guddadhalli Village, Bangalore",1600,4750.0
"Vinobha Nagar, Kadugondanahalli,Bangalore","Vinobha Nagar, Kadugondanahalli,Bangalore",1000,2100.0
"Stage 3, Indira Nagar,Bangalore","Stage 3, Indira Nagar,Bangalore",1200,8330.0
"Doddanna Industrial Estste, Hegganahalli,Bangalore","Doddanna Industrial Estste, Hegganahalli,Bangalore",1197,4010.0
"Ramchandrapuram, Srirampuram,Bangalore","Ramchandrapuram, Srirampuram,Bangalore",1040,14420.0
"Nagasandra, Bangalore","Nagasandra, Bangalore",600,5830.0
"Thotada Guddadhalli Village, Bangalore","Thotada Guddadhalli Village, Bangalore",1600,4690.0
"Narayanapura, Bangalore","Narayanapura, Bangalore",1200,6670.0
"Stage 1, BTM Layout,Bangalore","Stage 1, BTM Layout,Bangalore",900,11110.0
"Rahmath Nagar, R. T. Nagar,Bangalore","Rahmath Nagar, R. T. Nagar,Bangalore",1200,20000.0
"Siddaramana Dinne, Rajajinagar,Bangalore","Siddaramana Dinne, Rajajinagar,Bangalore",325,15380.0
Prakruthi Villa,"Terracon Doctors Enclave, Chandapura,Bangalore",2225,5120.0
"K C Krishna Reddy Layout, Margondanahalli,Bangalore","K C Krishna Reddy Layout, Margondanahalli,Bangalore",1200,4000.0
"Anchepalya, Bangalore","Anchepalya, Bangalore",1600,4690.0
"Durga parameswari nilaya ,Banashankari 3rd Stage, Banashankari,Bangalore","Durga parameswari nilaya ,Banashankari 3rd Stage, Banashankari,Bangalore",2600,4810.0
"Dunnasandra, Bangalore","Dunnasandra, Bangalore",720,13190.0
Pashmina Brookwoods by Pashmina Developers,"Bommanahalli, Bangalore",526,6080.0
"Thotada Guddadhalli Village, Bangalore","Thotada Guddadhalli Village, Bangalore",1600,4690.0
"Bommasandra Industrial Area, Bommasandra,Bangalore","Bommasandra Industrial Area, Bommasandra,Bangalore",2690,5390.0
"8th Phase, JP Nagar,Bangalore","8th Phase, JP Nagar,Bangalore",5600,3840.0
"Ramohalli, Bangalore","Ramohalli, Bangalore",600,3330.0
"Virtue sapphire city,Kumbalgodu, Bangalore","Virtue sapphire city,Kumbalgodu, Bangalore",450,4440.0
"Virtue sapphire city,Kumbalgodu, Bangalore","Virtue sapphire city,Kumbalgodu, Bangalore",850,4710.0
Oceanus Greendale Phase I,"M Vishveshvaraiah Nagar, Ramamurthy Nagar,Bangalore",750,6670.0
"Ramohalli, Bangalore","Ramohalli, Bangalore",450,4440.0
"Virtue sapphire city,Kumbalgodu, Bangalore","Virtue sapphire city,Kumbalgodu, Bangalore",450,8890.0
"Stage 2, Vijayanagar,Bangalore","Stage 2, Vijayanagar,Bangalore",750,6400.0
"Devasthanagalu, Varthur,Bangalore","Devasthanagalu, Varthur,Bangalore",3920,3190.0
"Saraswathi Nagar, Vijayanagar,Bangalore","Saraswathi Nagar, Vijayanagar,Bangalore",1350,18520.0
"Ramohalli, Bangalore","Ramohalli, Bangalore",800,4830.0
"KSRTC Colony, Shanti Nagar,Bangalore","KSRTC Colony, Shanti Nagar,Bangalore",2000,27000.0
"Singasandra, Bangalore","Singasandra, Bangalore",2600,6730.0
"Srigandada Kaval, Annapurneshwari Nagar,Bangalore","Srigandada Kaval, Annapurneshwari Nagar,Bangalore",1800,4550.0
"Chamrajpet, Bangalore","Chamrajpet, Bangalore",3000,3330.0
"BEML Layout, Bagalur,Bangalore","BEML Layout, Bagalur,Bangalore",800,13750.0
"Navya Lake View,Ramanjaneyanagar, Chikkalasandra,Bangalore","Navya Lake View,Ramanjaneyanagar, Chikkalasandra,Bangalore",1000,3990.0
"Stage 3, Indira Nagar,Bangalore","Stage 3, Indira Nagar,Bangalore",2700,14670.0
"Mohan Kumar Nagar, Yeshwanthpur,Bangalore","Mohan Kumar Nagar, Yeshwanthpur,Bangalore",600,14830.0
"Apartments ,Someshwara Layout, Doddakannelli,Bangalore","Apartments ,Someshwara Layout, Doddakannelli,Bangalore",1210,6360.0
"Domlur Village, Domlur Layout,Bangalore","Domlur Village, Domlur Layout,Bangalore",1200,29170.0
"Kanka Nagar, Kumaraswamy Layout,Bangalore","Kanka Nagar, Kumaraswamy Layout,Bangalore",600,15830.0
"Chandra Nagar, Kumaraswamy Layout,Bangalore","Chandra Nagar, Kumaraswamy Layout,Bangalore",1800,5280.0
RHBL Prakrithi,"Essel Gardens, Bangalore",810,5430.0
"Jayanagar, Bangalore","Jayanagar, Bangalore",640,10160.0
"BTS Layout, Arakere,Bangalore","BTS Layout, Arakere,Bangalore",4200,3690.0
"Anand Nagar, Hebbal,Bangalore","Anand Nagar, Hebbal,Bangalore",930,4840.0
"BSM Extension, Kengeri Satellite Town,Bangalore","BSM Extension, Kengeri Satellite Town,Bangalore",2300,4650.0
"Balagere, Bangalore","Balagere, Bangalore",800,7500.0
"Kadabagere, Bangalore","Kadabagere, Bangalore",3000,3830.0
"Domlur Village, Domlur Layout,Bangalore","Domlur Village, Domlur Layout,Bangalore",1000,4500.0
"Bhuvaneshwari Nagar, T Dasarahalli,Bangalore","Bhuvaneshwari Nagar, T Dasarahalli,Bangalore",1240,4840.0
Vijaya Nisarga,"Kaggalipura, Bangalore",500,6000.0
"HBR Layout 3rd Block, HBR Layout,Bangalore","HBR Layout 3rd Block, HBR Layout,Bangalore",1450,16210.0
"Doddakallasandra, Konanakunte,Bangalore","Doddakallasandra, Konanakunte,Bangalore",1000,3750.0
"Doddaballapura, Bangalore","Doddaballapura, Bangalore",2200,4500.0
Bindu Ashirwad,"DNR Layout, Palace Guttahalli,Bangalore",1100,6270.0
"Sanjay Nagar, Marathahalli,Bangalore","Sanjay Nagar, Marathahalli,Bangalore",5000,4600.0
"Doddaballapura, Bangalore","Doddaballapura, Bangalore",2200,6820.0
"Doddaballapura, Bangalore","Doddaballapura, Bangalore",2200,454000.0
"Nelamangala, Bangalore","Nelamangala, Bangalore",600,8330.0
DLF Woodland Heights by DLF Limited,"Jigani, Bangalore",1200,4580.0
"K C Krishna Reddy Layout, Margondanahalli,Bangalore","K C Krishna Reddy Layout, Margondanahalli,Bangalore",500,7300.0
"Dwarkamai residency ,JCR Layout, Panathur,Bangalore","Dwarkamai residency ,JCR Layout, Panathur,Bangalore",1200,5000.0
"3rd Phase, Basaveshwara Nagar,Bangalore","3rd Phase, Basaveshwara Nagar,Bangalore",3000,7000.0
"Puttappa Layout, New Thippasandra,Bangalore","Puttappa Layout, New Thippasandra,Bangalore",1680,7440.0
"Kambipura, Bangalore","Kambipura, Bangalore",600,4330.0
"Virtue royal nisrgha,Bande Mutt, Kengeri Satellite Town,Bangalore","Virtue royal nisrgha,Bande Mutt, Kengeri Satellite Town,Bangalore",450,8890.0
Prestige Lakeside Habitat,"Gunjur Village, Bangalore",1216,12090.0
"Kadabagere, Bangalore","Kadabagere, Bangalore",1200,3330.0
"Bangalore City Municipal Corporation Layout, Bangalore","Bangalore City Municipal Corporation Layout, Bangalore",1600,10940.0
Vaibhava,"Byagadadhenahalli, Bangalore",620,3870.0
"B Narayanapura, Mahadevapura,Bangalore","B Narayanapura, Mahadevapura,Bangalore",1300,6540.0
"Gokula Extension, Mathikere,Bangalore","Gokula Extension, Mathikere,Bangalore",2000,5500.0
Provident Welworth City,"Bisuvanahalli, Bangalore",1200,3330.0
"sahana,Seegehalli, Bangalore","sahana,Seegehalli, Bangalore",2000,1500.0
"Basavanagudi, Bangalore","Basavanagudi, Bangalore",2250,23110.0
"Wilson Garden, Bangalore","Wilson Garden, Bangalore",1350,10740.0
"Srinagar, Banashankari,Bangalore","Srinagar, Banashankari,Bangalore",2500,2000.0
"Apartments ,Haralur, Bangalore","Apartments ,Haralur, Bangalore",1068,5620.0
"VGP Layout, Kudlu,Bangalore","VGP Layout, Kudlu,Bangalore",15000,1470.0
"Malleswaram, Bangalore","Malleswaram, Bangalore",1000,4500.0
"Tharabanahalli, Bangalore","Tharabanahalli, Bangalore",720,6110.0
"Ramanjaneyanagar, Chikkalasandra,Bangalore","Ramanjaneyanagar, Chikkalasandra,Bangalore",3300,3180.0
"Munnekollal, Bangalore","Munnekollal, Bangalore",2000,7000.0
Prestige Ferns Residency,"Eastwood Township, Harlur,Bangalore",2500,8800.0
"Devasthanagalu, Varthur,Bangalore","Devasthanagalu, Varthur,Bangalore",3920,3210.0
"Rachenahalli, Thanisandra,Bangalore","Rachenahalli, Thanisandra,Bangalore",750,4000.0
"Nandi Meadows,Gubbalala, Subramanyapura,Bangalore","Nandi Meadows,Gubbalala, Subramanyapura,Bangalore",1050,3760.0
"Prakruthi Nagar, Kogilu,Bangalore","Prakruthi Nagar, Kogilu,Bangalore",1200,4920.0
The Commune,"Marsur, Bangalore",1050,952000.0
Puravankara Purva Seasons,"Nagavarapalya, C V Raman Nagar,Bangalore",1836,13400.0
"Banashankari 6th Stage 6th Block, Bangalore","Banashankari 6th Stage 6th Block, Bangalore",4000,6750.0
"Herohalli, Sunkadakatte,Bangalore","Herohalli, Sunkadakatte,Bangalore",1150,7610.0
"bannerughatta ,Bannerughatta, Bangalore","bannerughatta ,Bannerughatta, Bangalore",1200,2500.0
"Hemmigepura, Bangalore","Hemmigepura, Bangalore",3000,4170.0
"Villa ,Terracon Doctors Enclave, Chandapura,Bangalore","Villa ,Terracon Doctors Enclave, Chandapura,Bangalore",2225,5120.0
Mahaveer Meridian by Mahaveer Group,"7th Phase, JP Nagar,Bangalore",456,8550.0
"Hakki pikki colony,Kengeri, Bangalore","Hakki pikki colony,Kengeri, Bangalore",3680,108000.0
Prestige Ferns Residency,"Eastwood Township, Harlur,Bangalore",2592,8290.0
"Amrutahalli, Bangalore","Amrutahalli, Bangalore",850,3880.0
"Lingadheeranahalli, Bangalore","Lingadheeranahalli, Bangalore",600,5000.0
"Laxminarayana Layout, Munnekollal,Bangalore","Laxminarayana Layout, Munnekollal,Bangalore",1200,14170.0
"Shampura, Kaval Bairasandra,Bangalore","Shampura, Kaval Bairasandra,Bangalore",1600,12380.0
"Gowda Muniswamy Garden, Ejipura,Bangalore","Gowda Muniswamy Garden, Ejipura,Bangalore",2000,1250.0
"Aaarra,Vivekananda Nagar, Banashankari,Bangalore","Aaarra,Vivekananda Nagar, Banashankari,Bangalore",365,1790.0
"standlone ,Rahmath Nagar, R. T. Nagar,Bangalore","standlone ,Rahmath Nagar, R. T. Nagar,Bangalore",2200,5680.0
"Gundappa Layout, Gottigere,Bangalore","Gundappa Layout, Gottigere,Bangalore",3000,3100.0
"Doddakallasandra, Konanakunte,Bangalore","Doddakallasandra, Konanakunte,Bangalore",1600,10940.0
"Attibele, Bangalore","Attibele, Bangalore",2400,8960.0
"Attibele, Bangalore","Attibele, Bangalore",2000,3500.0
"Manjunatha Nagar, Bagalakunte,Bangalore","Manjunatha Nagar, Bagalakunte,Bangalore",600,6000.0
"Nesara sadalwood,Kanakapura, Bangalore","Nesara sadalwood,Kanakapura, Bangalore",1200,2830.0
"Amar Layout, Kaval Bairasandra,Bangalore","Amar Layout, Kaval Bairasandra,Bangalore",600,8330.0
Soundarya Paradise,"HMT Estate, Jalahalli,Bangalore",1360,8460.0
"Bande Nallasandra Village, Bommasandra,Bangalore","Bande Nallasandra Village, Bommasandra,Bangalore",3400,117000.0
"Amarjyoti Layout, Domlur Layout,Bangalore","Amarjyoti Layout, Domlur Layout,Bangalore",800,19380.0
"Ullal Uppanagar, Bangalore","Ullal Uppanagar, Bangalore",2900,6030.0
"Devasandra, Mathikere,Bangalore","Devasandra, Mathikere,Bangalore",600,13330.0
"Rachenahalli, Thanisandra,Bangalore","Rachenahalli, Thanisandra,Bangalore",4600,4570.0
"Anjanapura 11th Block, Anjanapura Township,Bangalore","Anjanapura 11th Block, Anjanapura Township,Bangalore",1800,6110.0
Parkway Tivoli Villa by Parkway Group,"Seegehalli, Bangalore",1830,8200.0
"Jigani, Bangalore","Jigani, Bangalore",1200,6920.0
"Rachenahalli, Thanisandra,Bangalore","Rachenahalli, Thanisandra,Bangalore",1500,22000.0
"Hoskote, Bangalore","Hoskote, Bangalore",1897,3950.0
"Dattatreya Nagar, Hosakerehalli,Bangalore","Dattatreya Nagar, Hosakerehalli,Bangalore",330,8790.0
"Andrahalli, Bangalore","Andrahalli, Bangalore",1500,3930.0
"Jayanagar West, Bangalore","Jayanagar West, Bangalore",2400,8330.0
"Kengeri, Bangalore","Kengeri, Bangalore",9020,4380.0
"BK Nagar, Yeshwanthpur,Bangalore","BK Nagar, Yeshwanthpur,Bangalore",1260,4370.0
Prestige Tranquility by Prestige Estates Projects Ltd.,"Budigere, Bangalore",664,6930.0
"Thotada Guddadhalli Village, Bangalore","Thotada Guddadhalli Village, Bangalore",1200,4330.0
"Prasidhi builder,Ganapathipura, Konanakunte,Bangalore","Prasidhi builder,Ganapathipura, Konanakunte,Bangalore",1250,4720.0
"Prasidhi builder,Ganapathipura, Konanakunte,Bangalore","Prasidhi builder,Ganapathipura, Konanakunte,Bangalore",1250,4720.0
Shirke Apartments,"Self Financed Society 208 Colony, Yelahanka New Town,Bangalore",550,4730.0
"M Hosahalli, Bangalore","M Hosahalli, Bangalore",720,3890.0
"Prakruthi Nagar, Kogilu,Bangalore","Prakruthi Nagar, Kogilu,Bangalore",643,11200.0
"Srinivasa Nagar, Bangalore","Srinivasa Nagar, Bangalore",2800,0.0
"BTM LAYOUT 2nd stage,Tavarekere, S.G. Palya,Bangalore","BTM LAYOUT 2nd stage,Tavarekere, S.G. Palya,Bangalore",1200,15000.0
"Virtue royal nisrga,Bande Mutt, Kengeri Satellite Town,Bangalore","Virtue royal nisrga,Bande Mutt, Kengeri Satellite Town,Bangalore",600,6670.0
"Nagavarapalya, C V Raman Nagar,Bangalore","Nagavarapalya, C V Raman Nagar,Bangalore",1200,11670.0
"Panchajanya Apartments ,Chamrajpet, Bangalore","Panchajanya Apartments ,Chamrajpet, Bangalore",1850,10000.0
"Panchajanya Apartment ,Chamrajpet, Bangalore","Panchajanya Apartment ,Chamrajpet, Bangalore",1090,10090.0
"Reliance Villa,KHBS Layout, Basaveshwara Nagar,Bangalore","Reliance Villa,KHBS Layout, Basaveshwara Nagar,Bangalore",900,6220.0
Bliss II,"Bommasandra, Bangalore",520,4420.0
Pride Crosswinds Villa Plots,"Harapanahalli, Bangalore",2299,1120.0
"Vinobha Nagar, Kadugondanahalli,Bangalore","Vinobha Nagar, Kadugondanahalli,Bangalore",1050,9050.0
"Stage 1, Kumaraswamy Layout,Bangalore","Stage 1, Kumaraswamy Layout,Bangalore",2500,6400.0
"Kumara Park West, Sheshadripuram,Bangalore","Kumara Park West, Sheshadripuram,Bangalore",1800,10440.0
DLF Maiden Heights at My Town,"Jigani, Bangalore",1200,4580.0
"Phase 3, Peenya,Bangalore","Phase 3, Peenya,Bangalore",1800,1670.0
"Kadugodi, Krishnarajapura,Bangalore","Kadugodi, Krishnarajapura,Bangalore",1000,5000.0
"K Channasandra, Bangalore","K Channasandra, Bangalore",2200,3860.0
SMT Lakshmi Harharan Aneka Homes,"Boyalahalli, Bangalore",1200,183000.0
"Gundappa Layout, Gottigere,Bangalore","Gundappa Layout, Gottigere,Bangalore",600,11830.0
"Yelahanka New Town, Bangalore","Yelahanka New Town, Bangalore",495,3640.0
"Nanjamba Agrahara, Chamrajpet,Bangalore","Nanjamba Agrahara, Chamrajpet,Bangalore",1600,5940.0
"Ramesh,Thotada Guddadhalli Village, Bangalore","Ramesh,Thotada Guddadhalli Village, Bangalore",2900,4140.0
"Kachohalli, Bangalore","Kachohalli, Bangalore",1800,3670.0
 Om Sai Emerald,"Wilson Garden, Bangalore",2500,288000.0
"Kachohalli, Bangalore","Kachohalli, Bangalore",1800,3670.0
"Sampigehalli, Bangalore","Sampigehalli, Bangalore",8000,4380.0
"Amrutahalli, Bangalore","Amrutahalli, Bangalore",400,1380.0
"Anekal, Bangalore","Anekal, Bangalore",1200,1900.0
"Yelahanka, Bangalore","Yelahanka, Bangalore",750,4000.0
"BTS Layout, Arakere,Bangalore","BTS Layout, Arakere,Bangalore",1200,6250.0
Shakthi Shakthi Fairmont by Shakthi Builders & Developers,"Hampapura, Bangalore",1410,5110.0
"Kereguddadahalli, Chikbanavara,Bangalore","Kereguddadahalli, Chikbanavara,Bangalore",1050,2950.0
"Lower Palace Orchards, Guttahalli,Bangalore","Lower Palace Orchards, Guttahalli,Bangalore",2100,7140.0
"Bettadasanapura, Bangalore","Bettadasanapura, Bangalore",600,8330.0
"Bommasandra Industrial Area, Bommasandra,Bangalore","Bommasandra Industrial Area, Bommasandra,Bangalore",9900,6540.0
"Ramasandra, Bangalore","Ramasandra, Bangalore",1000,1560.0
"Lavender ,Koramangala, Bangalore","Lavender ,Koramangala, Bangalore",450,5550.0
"Srikrupa Layout, Abbigere, Abbigere,Bangalore","Srikrupa Layout, Abbigere, Abbigere,Bangalore",1600,5000.0
Pionier Lake Dew,"Gattahalli, Bangalore",2800,7140.0
"Police Quarters, R.K. Hegde Nagar,Bangalore","Police Quarters, R.K. Hegde Nagar,Bangalore",2400,3960.0
"Rahmath Nagar, R. T. Nagar,Bangalore","Rahmath Nagar, R. T. Nagar,Bangalore",680,6180.0
"K Heritage,Shampura, Kaval Bairasandra,Bangalore","K Heritage,Shampura, Kaval Bairasandra,Bangalore",1050,2710.0
"Inclover Glory,Byadarahalli, Benson Town,Bangalore","Inclover Glory,Byadarahalli, Benson Town,Bangalore",1200,3330.0
"Virtue Royal nisarga,Kaveri Nagar, Murugeshpalya,Bangalore","Virtue Royal nisarga,Kaveri Nagar, Murugeshpalya,Bangalore",800,10350.0
"Gandhi Nagar, Bangalore","Gandhi Nagar, Bangalore",490,6530.0
"Kengeri, Bangalore","Kengeri, Bangalore",450,9670.0
Vrindavan Bliss,"Rajanukunte, Bangalore",1175,4340.0
"Hongasandra, Bangalore","Hongasandra, Bangalore",3000,2830.0
"Devasthanagalu, Varthur,Bangalore","Devasthanagalu, Varthur,Bangalore",4000,4380.0
"Vinobha Nagar, Kadugondanahalli,Bangalore","Vinobha Nagar, Kadugondanahalli,Bangalore",450,4000.0
"Bangalore City Municipal Corporation Layout, Bangalore","Bangalore City Municipal Corporation Layout, Bangalore",450,4000.0
"Ramasandra, Bangalore","Ramasandra, Bangalore",1000,1600.0
"Chennamma Lyout,Seetharampalya, Hoodi,Bangalore","Chennamma Lyout,Seetharampalya, Hoodi,Bangalore",6300,6590.0
"Jigani, Bangalore","Jigani, Bangalore",2000,6000.0
 Pearl Paradise Layout,"Yemalur, Bangalore",8000,7500.0
"Hancharahalli Village, Bangalore","Hancharahalli Village, Bangalore",1320,2650.0
"Shetty Halli, Jalahalli West,Bangalore","Shetty Halli, Jalahalli West,Bangalore",700,6000.0
"Doddabele, Bangalore","Doddabele, Bangalore",600,10000.0
"Doddabele, Bangalore","Doddabele, Bangalore",600,1000.0
"Thotada Guddadhalli Village, Bangalore","Thotada Guddadhalli Village, Bangalore",2040,4020.0
"Nelamangala, Bangalore","Nelamangala, Bangalore",1200,2080.0
"Banashankari 3rd Stage, Banashankari,Bangalore","Banashankari 3rd Stage, Banashankari,Bangalore",650,5380.0
"Seenappa Layout, Bommanahalli,Bangalore","Seenappa Layout, Bommanahalli,Bangalore",2400,4130.0
Achuth Nest Apartment,"Ullal Uppanagar, Bangalore",1300,7540.0
"Andrahalli, Bangalore","Andrahalli, Bangalore",600,11670.0
"Ayyappa Nagar, Krishnarajapura,Bangalore","Ayyappa Nagar, Krishnarajapura,Bangalore",710,8170.0
"Muneshwara nilaya,Vasanth Nagar, Bangalore","Muneshwara nilaya,Vasanth Nagar, Bangalore",700,21430.0
"Banashankari 3rd Stage, Banashankari,Bangalore","Banashankari 3rd Stage, Banashankari,Bangalore",600,5830.0
"Ganapathipura, Konanakunte,Bangalore","Ganapathipura, Konanakunte,Bangalore",600,14170.0
"Bannerughatta, Bangalore","Bannerughatta, Bangalore",2600,12310.0
"Chikkaballapura, Bangalore","Chikkaballapura, Bangalore",1350,1700.0
Snehaa Sukhvas,"Kaval Bairasandra, Bangalore",770,4800.0
"Siddhartha Nagar, 2nd Stage,Bangalore","Siddhartha Nagar, 2nd Stage,Bangalore",1000,13000.0
UP Haven,"VV Giri Colony, Sheshadripuram,Bangalore",1764,5950.0
"Jigani, Bangalore","Jigani, Bangalore",2000,1250.0
"Devasthanagalu, Varthur,Bangalore","Devasthanagalu, Varthur,Bangalore",3000,3330.0
Manar Sungleam,"Stage 2, BTM Layout,Bangalore",1147,7410.0
"Herohalli, Sunkadakatte,Bangalore","Herohalli, Sunkadakatte,Bangalore",1200,10420.0
"Suddaguntapalya, C V Raman Nagar,Bangalore","Suddaguntapalya, C V Raman Nagar,Bangalore",1000,18000.0
"Bda Apartment,Meenakshi Layout, Kengeri,Bangalore","Bda Apartment,Meenakshi Layout, Kengeri,Bangalore",500,3600.0
"ITI Employees Layout, Mallathahalli,Bangalore","ITI Employees Layout, Mallathahalli,Bangalore",2900,6030.0
"Richard Xavier's Colony, Neelasandra,Bangalore","Richard Xavier's Colony, Neelasandra,Bangalore",424,11320.0
"Chikbanavara, Bangalore","Chikbanavara, Bangalore",1000,6700.0
"Srigandada Kaval, Annapurneshwari Nagar,Bangalore","Srigandada Kaval, Annapurneshwari Nagar,Bangalore",2600,6150.0
"Ananda valmark,Kamanahalli, Bangalore","Ananda valmark,Kamanahalli, Bangalore",1248,6810.0
"Godrej Gold County,Chikkabidarakallu, Bangalore","Godrej Gold County,Chikkabidarakallu, Bangalore",3162,14230.0
"Abinaiya,Sanjay Nagar, Marathahalli,Bangalore","Abinaiya,Sanjay Nagar, Marathahalli,Bangalore",850,4580.0
"Banashankari 3rd Stage, Banashankari,Bangalore","Banashankari 3rd Stage, Banashankari,Bangalore",800,5630.0
Buildafina Golf View,"ISRO Colony, Domlur Layout,Bangalore",1250,10000.0
"Vbhc Vaibhava ,Anekal, Bangalore","Vbhc Vaibhava ,Anekal, Bangalore",375,4000.0
"Phase 2, Bedarahalli,Bangalore","Phase 2, Bedarahalli,Bangalore",800,9130.0
"Syndicate bank colony layout Andhrahalli Main road,Herohalli, Sunkadakatte,Bangalore","Syndicate bank colony layout Andhrahalli Main road,Herohalli, Sunkadakatte,Bangalore",1345,10410.0
"Anjanapura Township, Bangalore","Anjanapura Township, Bangalore",2200,4320.0
ETA The Gardens by ETA Star Property Developers,"Magadi, Bangalore",1752,7710.0
"Rayapuram, Jagajeevanram Nagar,Bangalore","Rayapuram, Jagajeevanram Nagar,Bangalore",600,333000.0
"Bagepalli, Bangalore","Bagepalli, Bangalore",1500,600000.0
"Kanakapura, Bangalore","Kanakapura, Bangalore",3000,5000.0
Fortuna Blue Wings,"Vibhutipura, Bangalore",1730,7050.0
"Kithaganur Colony, Bangalore","Kithaganur Colony, Bangalore",810,6420.0
Aswani Aswani Sitara,"Marsur, Bangalore",500,3300.0
Aswani Aswani Sitara,"Marsur, Bangalore",500,3300.0
"Building ,Kareemsab Nagar, Hegganahalli,Bangalore","Building ,Kareemsab Nagar, Hegganahalli,Bangalore",700,9570.0
"Cox Town, Bangalore","Cox Town, Bangalore",2500,15380.0
Provident Welworth City,"Bisuvanahalli, Bangalore",1180,4150.0
"Herohalli, Sunkadakatte,Bangalore","Herohalli, Sunkadakatte,Bangalore",1200,10830.0
DS Max Sonata,"Kereguddadahalli, Chikbanavara,Bangalore",1198,4420.0
"Bangalore City Municipal Corporation Layout, Bangalore","Bangalore City Municipal Corporation Layout, Bangalore",2200,5230.0
"Thirumanahalli, Bangalore","Thirumanahalli, Bangalore",1200,6000.0
"Sondekoppa , Bangalore","Sondekoppa , Bangalore",1350,4270.0
"Sir M Vishweshwaraiah Layout 4th Block, SMV Layout,Bangalore","Sir M Vishweshwaraiah Layout 4th Block, SMV Layout,Bangalore",600,14170.0
"Sathiya Nagar, Maruthi Sevanagar,Bangalore","Sathiya Nagar, Maruthi Sevanagar,Bangalore",540,6480.0
"Kempegowdanagar, Byadarahalli,Bangalore","Kempegowdanagar, Byadarahalli,Bangalore",600,5670.0
"Jigani, Bangalore","Jigani, Bangalore",2200,5000.0
"Nelamangala, Bangalore","Nelamangala, Bangalore",450,4440.0
"Nandini Layout, Bangalore","Nandini Layout, Bangalore",600,12000.0
"Thotada Guddadhalli Village, Bangalore","Thotada Guddadhalli Village, Bangalore",2800,3930.0
"Shivalingaiah Colony, Jeevanbheemanagar,Bangalore","Shivalingaiah Colony, Jeevanbheemanagar,Bangalore",5400,5090.0
"Garebhavipalya, GB Palya,Bangalore","Garebhavipalya, GB Palya,Bangalore",697,13630.0
Sena Vihar,"Sena Vihar, Kammanahalli,Bangalore",4000,4880.0
"Tata New Haven Appartment,Dasanapura, Bangalore","Tata New Haven Appartment,Dasanapura, Bangalore",814,7130.0
Welworth City,"Bisuvanahalli, Bangalore",845,3190.0
Provident Welworth City,"Bisuvanahalli, Bangalore",1075,3720.0
"Ramchandrapuram, Srirampuram,Bangalore","Ramchandrapuram, Srirampuram,Bangalore",1300,8460.0
"Kanakadasa Layout, Lingarajapuram,Bangalore","Kanakadasa Layout, Lingarajapuram,Bangalore",2000,3800.0
Ara Vishwas,"Srigandada Kaval, Annapurneshwari Nagar,Bangalore",1180,4410.0
Total Environment The Good Earth Apartments,"Cambridge Layout, Jogupalya,Bangalore",3600,3890.0
"Sai Sree Layout, Parappana Agrahara,Bangalore","Sai Sree Layout, Parappana Agrahara,Bangalore",5900,2800.0
"Virtue orchid leaves ,AECS C Block, Begur,Bangalore","Virtue orchid leaves ,AECS C Block, Begur,Bangalore",850,7530.0
"Sir M Vishweshwaraiah Layout 2nd Block, SMV Layout,Bangalore","Sir M Vishweshwaraiah Layout 2nd Block, SMV Layout,Bangalore",1119,15190.0
Nandi Shelters,"Jayanagar Housing Society Layout, Subramanyapura,Bangalore",2200,5450.0
"P&T Layout, Thanisandra,Bangalore","P&T Layout, Thanisandra,Bangalore",4600,5000.0
