id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian
292,142,73,"Nelson, George D.","Nelson, George D.",male,1950,U.S.,civilian
293,142,73,"Nelson, George D.","Nelson, George D.",male,1950,U.S.,civilian
294,142,73,"Nelson, George D.","Nelson, George D.",male,1950,U.S.,civilian
295,143,58,"Volk, Igor",Игорь Петрович Волк,male,1937,U.S.S.R/Russia,military
296,144,74,"Coats, Michael L.","Coats, Michael L.",male,1952,U.S.,military
297,144,74,"Coats, Michael L.","Coats, Michael L.",male,1952,U.S.,military
298,144,74,"Coats, Michael L.","Coats, Michael L.",male,1952,U.S.,military
299,145,75,"Mullane, Richard M.","Mullane, Richard M.",male,1945,U.S.,military
300,145,75,"Mullane, Richard M.","Mullane, Richard M.",male,1945,U.S.,military
301,145,75,"Mullane, Richard M.","Mullane, Richard M.",male,1945,U.S.,military
302,146,76,"Hawley, Steven A.","Hawley, Steven A.",male,1951,U.S.,civilian
303,146,76,"Hawley, Steven A.","Hawley, Steven A.",male,1951,U.S.,civilian
304,146,76,"Hawley, Steven A.","Hawley, Steven A.",male,1951,U.S.,civilian
305,146,76,"Hawley, Steven A.","Hawley, Steven A.",male,1951,U.S.,civilian
306,146,76,"Hawley, Steven A.","Hawley, Steven A.",male,1951,U.S.,civilian
307,147,77,"Resnik, Judith A.","Resnik, Judith A.",female,1949,U.S.,civilian
308,147,77,"Resnik, Judith A.","Resnik, Judith A.",female,1949,U.S.,civilian
309,148,78,"Walker, Charles David","Walker, Charles David",male,1948,U.S.,civilian
310,148,78,"Walker, Charles David","Walker, Charles David",male,1948,U.S.,civilian
311,148,78,"Walker, Charles David","Walker, Charles David",male,1948,U.S.,civilian
312,149,79,"McBride, Jon A.","McBride, Jon A.",male,1943,U.S.,military
313,150,80,"Sullivan, Kathryn D.","Sullivan, Kathryn D.",female,1951,U.S.,civilian
314,150,80,"Sullivan, Kathryn D.","Sullivan, Kathryn D.",female,1951,U.S.,civilian
315,150,80,"Sullivan, Kathryn D.","Sullivan, Kathryn D.",female,1951,U.S.,civilian
316,151,81,"Leestma, David C.","Leestma, David C.",male,1949,U.S.,military
317,151,81,"Leestma, David C.","Leestma, David C.",male,1949,U.S.,military
318,151,81,"Leestma, David C.","Leestma, David C.",male,1949,U.S.,military
319,152,82,"Scully-Power, Paul Desmond","Scully-Power, Paul Desmond",male,1944,U.S.,civilian
320,153,1,"Garneau, Marc Joseph Jean-Pierre","Garneau, Marc Joseph Jean-Pierre",male,1949,Canada,military
321,153,1,"Garneau, Marc Joseph Jean-Pierre","Garneau, Marc Joseph Jean-Pierre",male,1949,Canada,military
322,153,1,"Garneau, Marc Joseph Jean-Pierre","Garneau, Marc Joseph Jean-Pierre",male,1949,Canada,military
323,154,83,"Walker, David Mathieson","Walker, David Mathieson",male,1944,U.S.,military
324,154,83,"Walker, David Mathieson","Walker, David Mathieson",male,1944,U.S.,military
325,154,83,"Walker, David Mathieson","Walker, David Mathieson",male,1944,U.S.,military
326,154,83,"Walker, David Mathieson","Walker, David Mathieson",male,1944,U.S.,military
327,155,84,"Fisher, Anna L.","Fisher, Anna L.",female,1949,U.S.,civilian
328,156,85,"Shriver, Loren J.","Shriver, Loren J.",male,1944,U.S.,military
329,156,85,"Shriver, Loren J.","Shriver, Loren J.",male,1944,U.S.,military
330,156,85,"Shriver, Loren J.","Shriver, Loren J.",male,1944,U.S.,military
331,157,86,"Onizuka, Ellison S.","Onizuka, Ellison S.",male,1946,U.S.,military
332,157,86,"Onizuka, Ellison S.","Onizuka, Ellison S.",male,1946,U.S.,military
333,158,87,"Buchli, James F.","Buchli, James F.",male,1945,U.S.,military
334,158,87,"Buchli, James F.","Buchli, James F.",male,1945,U.S.,military
335,158,87,"Buchli, James F.","Buchli, James F.",male,1945,U.S.,military
336,158,87,"Buchli, James F.","Buchli, James F.",male,1945,U.S.,military
337,159,88,"Payton, Gary Eugene","Payton, Gary Eugene",male,1948,U.S.,military
338,160,89,"Williams, Donald E.","Williams, Donald E.",male,1942,U.S.,military
339,160,89,"Williams, Donald E.","Williams, Donald E.",male,1942,U.S.,military
340,161,90,"Seddon, Margaret Rhea","Seddon, Margaret Rhea",female,1947,U.S.,civilian
341,161,90,"Seddon, Margaret Rhea","Seddon, Margaret Rhea",female,1947,U.S.,civilian
342,161,90,"Seddon, Margaret Rhea","Seddon, Margaret Rhea",female,1947,U.S.,civilian
343,162,91,"Griggs, S. David","Griggs, S. David",male,1947,U.S.,civilian
344,163,92,"Hoffman, Jeffrey A.","Hoffman, Jeffrey A.",male,1944,U.S.,civilian
345,163,92,"Hoffman, Jeffrey A.","Hoffman, Jeffrey A.",male,1944,U.S.,civilian
346,163,92,"Hoffman, Jeffrey A.","Hoffman, Jeffrey A.",male,1944,U.S.,civilian
347,163,92,"Hoffman, Jeffrey A.","Hoffman, Jeffrey A.",male,1944,U.S.,civilian
348,163,92,"Hoffman, Jeffrey A.","Hoffman, Jeffrey A.",male,1944,U.S.,civilian
349,164,93,"Garn, Edwin Jacob","Garn, Edwin Jacob",male,1932,U.S.,military
350,165,94,"Gregory, Frederick D.","Gregory, Frederick D.",male,1941,U.S.,military
351,165,94,"Gregory, Frederick D.","Gregory, Frederick D.",male,1941,U.S.,military
352,165,94,"Gregory, Frederick D.","Gregory, Frederick D.",male,1941,U.S.,military
353,166,95,"Lind, Don L.","Lind, Don L.",male,1930,U.S.,military
354,167,96,"Lodewijk, van der Berg","Lodewijk, van der Berg",male,1932,U.S.,civilian
355,168,97,"Wang, Taylor Gun-Jin",王赣骏,male,1940,U.S.,civilian
356,169,98,"Creighton, John O.","Creighton, John O.",male,1943,U.S.,military
357,169,98,"Creighton, John O.","Creighton, John O.",male,1943,U.S.,military
358,169,98,"Creighton, John O.","Creighton, John O.",male,1943,U.S.,military
359,170,99,"Nagel, Steven R.","Nagel, Steven R.",male,1946,U.S.,military
360,170,99,"Nagel, Steven R.","Nagel, Steven R.",male,1946,U.S.,military
361,170,99,"Nagel, Steven R.","Nagel, Steven R.",male,1946,U.S.,military
362,170,99,"Nagel, Steven R.","Nagel, Steven R.",male,1946,U.S.,military
363,171,100,"Lucid, Shannon W.","Lucid, Shannon W.",female,1943,U.S.,civilian
364,171,100,"Lucid, Shannon W.","Lucid, Shannon W.",female,1943,U.S.,civilian
365,171,100,"Lucid, Shannon W.","Lucid, Shannon W.",female,1943,U.S.,civilian
366,171,100,"Lucid, Shannon W.","Lucid, Shannon W.",female,1943,U.S.,civilian
367,171,100,"Lucid, Shannon W.","Lucid, Shannon W.",female,1943,U.S.,civilian
368,172,2,"Baudry, Patrick","Baudry, Patrick",male,1946,France,military
369,173,1,"Al-saud, Sultan bin Salman",,male,1956,Saudi Arabia,civilian
370,174,101,"Bridges, Roy D., Jr.","Bridges, Roy D., Jr.",male,1943,U.S.,military
371,175,102,"Henize, Karl G.","Henize, Karl G.",male,1926,U.S.,civilian
372,176,103,"England, Anthony W.","England, Anthony W.",male,1942,U.S.,civilian
373,177,104,"Acton, Loren Wilbur","Acton, Loren Wilbur",male,1936,U.S.,civilian
374,178,105,"Bartoe, John-David Francis","Bartoe, John-David Francis",male,1944,U.S.,civilian
375,179,106,"Covey, Richard O.","Covey, Richard O.",male,1946,U.S.,military
376,179,106,"Covey, Richard O.","Covey, Richard O.",male,1946,U.S.,military
377,179,106,"Covey, Richard O.","Covey, Richard O.",male,1946,U.S.,military
378,179,106,"Covey, Richard O.","Covey, Richard O.",male,1946,U.S.,military
379,180,107,"Lounge, John M.","Lounge, John M.",male,1946,U.S.,civilian
380,180,107,"Lounge, John M.","Lounge, John M.",male,1946,U.S.,civilian
381,180,107,"Lounge, John M.","Lounge, John M.",male,1946,U.S.,civilian
382,181,108,"Fisher, William F.","Fisher, William F.",male,1946,U.S.,civilian
383,182,59,"Vasyutin, Vladimir",Владимир Владимирович Васютин,male,1952,U.S.S.R/Russia,military
384,183,60,"Volkov, Alexander",Александр Александрович Волков,male,1948,U.S.S.R/Russia,military
385,183,60,"Volkov, Alexander",Александр Александрович Волков,male,1948,U.S.S.R/Russia,military
386,183,60,"Volkov, Alexander",Александр Александрович Волков,male,1948,U.S.S.R/Russia,military
387,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,1945,U.S.,military
388,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,1945,U.S.,military
389,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,1945,U.S.,military
390,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,1945,U.S.,military
391,185,110,"Hilmers, David C.","Hilmers, David C.",male,1950,U.S.,military
392,185,110,"Hilmers, David C.","Hilmers, David C.",male,1950,U.S.,military
393,185,110,"Hilmers, David C.","Hilmers, David C.",male,1950,U.S.,military
394,185,110,"Hilmers, David C.","Hilmers, David C.",male,1950,U.S.,military
395,186,111,"Pailes, William Arthur","Pailes, William Arthur",male,1936,U.S.,military
396,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,1949,U.S.,civilian
397,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,1949,U.S.,civilian
398,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,1949,U.S.,civilian
399,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,1949,U.S.,civilian
400,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,1949,U.S.,civilian
401,188,2,"Furrer, Reinhard Alfred","Furrer, Reinhard Alfred",male,1940,Germany,civilian
402,189,3,"Messerschmid, Ernst Willi","Messerschmid, Ernst Willi",male,1945,Germany,military
403,190,1,"Ockels, Wubbo Johannes","Ockels, Wubbo Johannes",male,1946,Netherland,civilian
404,191,113,"O'Connor, Bryan D.","O'Connor, Bryan D.",male,1946,U.S.,military
405,191,113,"O'Connor, Bryan D.","O'Connor, Bryan D.",male,1946,U.S.,military
406,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military
407,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military
408,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military
409,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military
410,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military
411,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military
412,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military
413,193,115,"Cleave, Mary L.","Cleave, Mary L.",female,1947,U.S.,civilian
414,193,115,"Cleave, Mary L.","Cleave, Mary L.",female,1947,U.S.,civilian
415,194,116,"Spring, Sherwood C.","Spring, Sherwood C.",male,1944,U.S.,military
416,195,1,"Neri Vela, Rodolfl",,male,1952,Mexico,civilian
417,196,117,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.",male,1946,U.S.,military
418,196,117,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.",male,1946,U.S.,military
419,196,117,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.",male,1946,U.S.,military
420,196,117,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.",male,1946,U.S.,military
421,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian
422,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian
423,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian
424,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian
425,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian
426,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian
427,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian
428,198,119,"Cenker, Robert Joseph","Cenker, Robert Joseph",male,1948,U.S.,civilian
429,199,120,"Nelson, William Clarence","Nelson, William Clarence",male,1942,U.S.,civilian
430,200,121,"Smith, Michael John","Smith, Michael John",male,1945,U.S.,military
431,201,122,"Jarvis, Gregory Bruce","Jarvis, Gregory Bruce",male,1944,U.S.,civilian
432,202,123,"McAuliffe, Sharon Christa Corrigan","McAuliffe, Sharon Christa Corrigan",female,1948,U.S.,civilian
433,203,61,"Laveykin, Aleksandr",Александр Иванович Лавейкин,male,1951,U.S.S.R/Russia,civilian
434,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military
435,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military
436,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military
437,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military
438,205,1,"Faris, M. Achmed",,male,1951,Syria,military
439,206,63,"Manarov, Musa",Муса Хираманович Манаров,male,1951,U.S.S.R/Russia,military
440,206,63,"Manarov, Musa",Муса Хираманович Манаров,male,1951,U.S.S.R/Russia,military
441,207,64,"Levchenko, Anatoli",Левченко Анатолий Семёнович,male,1941,U.S.S.R/Russia,military
442,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military
443,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military
444,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military
445,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military
446,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military
447,209,2,"Aleksandrov, Aleksandr",Александър Панайотов Александров,male,1951,Bulgaria,military
448,210,66,"Polyakov, Valeri",Валерий Владимирович Поляков,male,1942,U.S.S.R/Russia,civilian
449,210,66,"Polyakov, Valeri",Валерий Владимирович Поляков,male,1942,U.S.S.R/Russia,civilian
450,211,1,"Mohmand, Abdul Ahad",,male,1959,Afghanistan,military
451,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian
452,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian
453,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian
454,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian
455,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian
456,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian
457,213,124,"Gardner, Guy S.","Gardner, Guy S.",male,1948,U.S.,military
458,213,124,"Gardner, Guy S.","Gardner, Guy S.",male,1948,U.S.,military
459,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military
460,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military
461,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military
462,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military
463,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military
464,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military
465,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military
466,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military
467,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military
468,216,127,"Springer, Robert C.","Springer, Robert C.",male,1942,U.S.,military
469,216,127,"Springer, Robert C.","Springer, Robert C.",male,1942,U.S.,military
470,217,128,"Bagian, James P.","Bagian, James P.",male,1952,U.S.,civilian
471,217,128,"Bagian, James P.","Bagian, James P.",male,1952,U.S.,civilian
472,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military
473,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military
474,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military
475,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military
476,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military
477,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military
478,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military
479,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military
480,220,131,"Adamson, James C.","Adamson, James C.",male,1946,U.S.,military
481,220,131,"Adamson, James C.","Adamson, James C.",male,1946,U.S.,military
482,221,132,"Brown, Mark N.","Brown, Mark N.",male,1951,U.S.,military
483,221,132,"Brown, Mark N.","Brown, Mark N.",male,1951,U.S.,military
484,222,133,"McCulley, Michael J.","McCulley, Michael J.",male,1943,U.S.,military
485,223,134,"Baker, Ellen S.","Baker, Ellen S.",female,1953,U.S.,civilian
486,223,134,"Baker, Ellen S.","Baker, Ellen S.",female,1953,U.S.,civilian
487,223,134,"Baker, Ellen S.","Baker, Ellen S.",female,1953,U.S.,civilian
488,224,135,"Carter, Manley Lanier, Jr.","Carter, Manley Lanier, Jr.",male,1947,U.S.,military
489,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian
490,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian
491,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian
492,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian
493,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military
494,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military
495,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military
496,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military
497,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military
498,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military
499,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian
500,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian
501,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian
502,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian
503,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian
504,228,139,"Low, G. David","Low, G. David",male,1956,U.S.,civilian
505,228,139,"Low, G. David","Low, G. David",male,1956,U.S.,civilian
506,228,139,"Low, G. David","Low, G. David",male,1956,U.S.,civilian
507,229,68,"Balandin, Aleksandr",Александр Николаевич Баландин,male,1953,U.S.S.R/Russia,civilian
508,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military
509,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military
510,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military
511,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military
512,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,U.S.,military
513,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,U.S.,military
514,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,U.S.,military
515,232,69,"Manakov, Gennadi",Геннадий Михайлович Манаков,male,1950,U.S.S.R/Russia,military
516,232,69,"Manakov, Gennadi",Геннадий Михайлович Манаков,male,1950,U.S.S.R/Russia,military
517,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,U.S.,military
518,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,U.S.,military
519,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,U.S.,military
520,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,U.S.,military
521,234,143,"Melnick, Bruce E.","Melnick, Bruce E.",male,1949,U.S.,military
522,234,143,"Melnick, Bruce E.","Melnick, Bruce E.",male,1949,U.S.,military
523,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,U.S.,military
524,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,U.S.,military
525,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,U.S.,military
526,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,U.S.,military
527,236,145,"Culbertson, Frank L., Jr.","Culbertson, Frank L., Jr.",male,1949,U.S.,military
528,236,145,"Culbertson, Frank L., Jr.","Culbertson, Frank L., Jr.",male,1949,U.S.,military
529,236,145,"Culbertson, Frank L., Jr.","Culbertson, Frank L., Jr.",male,1949,U.S.,military
530,237,146,"Meade, Carl J.","Meade, Carl J.",male,1950,U.S.,military
531,237,146,"Meade, Carl J.","Meade, Carl J.",male,1950,U.S.,military
532,237,146,"Meade, Carl J.","Meade, Carl J.",male,1950,U.S.,military
533,238,147,"Gemar, Charles D.","Gemar, Charles D.",male,1955,U.S.,military
534,238,147,"Gemar, Charles D.","Gemar, Charles D.",male,1955,U.S.,military
535,238,147,"Gemar, Charles D.","Gemar, Charles D.",male,1955,U.S.,military
536,239,148,"Durrance, Samuel Thornton","Durrance, Samuel Thornton",male,1943,U.S.,civilian
537,239,148,"Durrance, Samuel Thornton","Durrance, Samuel Thornton",male,1943,U.S.,civilian
538,240,149,"Parise, Ronald Anthony","Parise, Ronald Anthony",male,1951,U.S.,civilian
539,240,149,"Parise, Ronald Anthony","Parise, Ronald Anthony",male,1951,U.S.,civilian
540,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,U.S.S.R/Russia,military
541,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,U.S.S.R/Russia,military
542,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,U.S.S.R/Russia,military
543,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,U.S.S.R/Russia,military
544,242,1,"Akiyama, Toyohiro",秋山豊寛,male,1942,Japan,civilian
545,243,150,"Cameron, Kenneth D.","Cameron, Kenneth D.",male,1949,U.S.,military
546,243,150,"Cameron, Kenneth D.","Cameron, Kenneth D.",male,1949,U.S.,military
547,243,150,"Cameron, Kenneth D.","Cameron, Kenneth D.",male,1949,U.S.,military
548,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,U.S.,civilian
549,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,U.S.,civilian
550,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,U.S.,civilian
551,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,U.S.,civilian
552,245,152,"Apt, Jerome","Apt, Jerome",male,1949,U.S.,civilian
553,245,152,"Apt, Jerome","Apt, Jerome",male,1949,U.S.,civilian
554,245,152,"Apt, Jerome","Apt, Jerome",male,1949,U.S.,civilian
555,245,152,"Apt, Jerome","Apt, Jerome",male,1949,U.S.,civilian
556,246,153,"Hammond, L. Blaine, Jr.","Hammond, L. Blaine, Jr.",male,1952,U.S.,military
557,246,153,"Hammond, L. Blaine, Jr.","Hammond, L. Blaine, Jr.",male,1952,U.S.,military
558,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,U.S.,civilian
559,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,U.S.,civilian
560,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,U.S.,civilian
561,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,U.S.,civilian
562,248,155,"McMonagle, Donald R.","McMonagle, Donald R.",male,1952,U.S.,military
563,248,155,"McMonagle, Donald R.","McMonagle, Donald R.",male,1952,U.S.,military
564,248,155,"McMonagle, Donald R.","McMonagle, Donald R.",male,1952,U.S.,military
565,249,155,"Veach, Charles Lacy","Veach, Charles Lacy",male,1944,U.S.,civilian
566,249,155,"Veach, Charles Lacy","Veach, Charles Lacy",male,1944,U.S.,civilian
567,250,157,"Hieb, Richard J.","Hieb, Richard J.",male,1955,U.S.,civilian
568,250,157,"Hieb, Richard J.","Hieb, Richard J.",male,1955,U.S.,civilian
569,250,157,"Hieb, Richard J.","Hieb, Richard J.",male,1955,U.S.,civilian
570,251,71,"Artsebarsky, Anatoly",Анатолий Павлович Арцебарский,male,1956,U.S.S.R/Russia,military
571,252,1,Helen Sharman,Helen Sharman,female,1963,U.K.,civilian
572,253,158,"Gutierrez, Sidney M.","Gutierrez, Sidney M.",male,1951,U.S.,military
573,253,158,"Gutierrez, Sidney M.","Gutierrez, Sidney M.",male,1951,U.S.,military
574,254,159,"Jernigan, Tamara E.","Jernigan, Tamara E.",female,1959,U.S.,civilian
575,254,159,"Jernigan, Tamara E.","Jernigan, Tamara E.",female,1959,U.S.,civilian
576,254,159,"Jernigan, Tamara E.","Jernigan, Tamara E.",female,1959,U.S.,civilian
577,254,159,"Jernigan, Tamara E.","Jernigan, Tamara E.",female,1959,U.S.,civilian
578,254,159,"Jernigan, Tamara E.","Jernigan, Tamara E.",female,1959,U.S.,civilian
579,255,160,"Gaffney, Andrew","Gaffney, Andrew",male,1946,U.S.,civilian
580,256,161,"Hughes-Fulford, Millie Elizabeth","Hughes-Fulford, Millie Elizabeth",female,1945,U.S.,civilian
581,257,162,"Baker, Michael A.","Baker, Michael A.",male,1953,U.S.,military
582,257,162,"Baker, Michael A.","Baker, Michael A.",male,1953,U.S.,military
583,257,162,"Baker, Michael A.","Baker, Michael A.",male,1953,U.S.,military
584,257,162,"Baker, Michael A.","Baker, Michael A.",male,1953,U.S.,military
585,258,163,"Reightler, Kenneth S., Jr.","Reightler, Kenneth S., Jr.",male,1951,U.S.,military
586,258,163,"Reightler, Kenneth S., Jr.","Reightler, Kenneth S., Jr.",male,1951,U.S.,military
587,259,72,"Aubakirov, Toktar",Тоқтар Оңғарбайұлы Әубәкіров,male,1946,U.S.S.R/Russia,military
588,260,1,"Viehbock, Franz","Viehbock, Franz",male,1960,Austria,civilian
589,261,164,"Henricks, Terence T.","Henricks, Terence T.",male,1952,U.S.,military
590,261,164,"Henricks, Terence T.","Henricks, Terence T.",male,1952,U.S.,military
591,261,164,"Henricks, Terence T.","Henricks, Terence T.",male,1952,U.S.,military
592,261,164,"Henricks, Terence T.","Henricks, Terence T.",male,1952,U.S.,military
593,262,165,"Voss, James S.","Voss, James S.",male,1949,U.S.,military
594,262,165,"Voss, James S.","Voss, James S.",male,1949,U.S.,military
595,262,165,"Voss, James S.","Voss, James S.",male,1949,U.S.,military
596,262,165,"Voss, James S.","Voss, James S.",male,1949,U.S.,military
597,262,165,"Voss, James S.","Voss, James S.",male,1949,U.S.,military
598,263,166,"Runco, Mario, Jr.","Runco, Mario, Jr.",male,1952,U.S.,military
599,263,166,"Runco, Mario, Jr.","Runco, Mario, Jr.",male,1952,U.S.,military
600,263,166,"Runco, Mario, Jr.","Runco, Mario, Jr.",male,1952,U.S.,military
601,264,167,"Hennen, Thomas John","Hennen, Thomas John",male,1952,U.S.,military
602,265,168,"Oswald, Stephen S.","Oswald, Stephen S.",male,1951,U.S.,military
603,265,168,"Oswald, Stephen S.","Oswald, Stephen S.",male,1951,U.S.,military
604,265,168,"Oswald, Stephen S.","Oswald, Stephen S.",male,1951,U.S.,military
605,266,169,"Readdy, William F.","Readdy, William F.",male,1952,U.S.,civilian
606,266,169,"Readdy, William F.","Readdy, William F.",male,1952,U.S.,civilian
607,266,169,"Readdy, William F.","Readdy, William F.",male,1952,U.S.,civilian
