Organisation,Details,Rocket_Status,Price
RVSN USSR,Cosmos-3M | Cosmos 1924 to 1931,Retired,
RVSN USSR,Soyuz U | Cosmos 1923,Retired,20.0
CASC,Long March 3 | DFH-2A 02,Retired,
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1922,Retired,
MHI,H-I UM-129A (9SO) | Sakura 3A,Retired,
RVSN USSR,Soyuz U | Cosmos 1921,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1920,Retired,20.0
RVSN USSR,"Proton K/Block-DM-2 | Cosmos 1917, 1918 & 1919",Retired,
US Air Force,Delta 3910 | Thrusted Vector Experiment (USA-30),Retired,
RVSN USSR,Soyuz U | Cosmos 1916,Retired,20.0
General Dynamics,Atlas-E/F Star-37S-ISS | DMSP 5D-2/F9 (USA-29),Retired,
RVSN USSR,Tsyklon-3 | Meteor-2 n°17,Retired,
RVSN USSR,Soyuz U | Cosmos 1915,Retired,20.0
RVSN USSR,Soyuz U2 | Progress 34,Retired,40.0
RVSN USSR,Proton K/Block-DM-2 | Gorizont n°25L,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1909 to 1914,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1908,Retired,
RVSN USSR,Soyuz U | Cosmos 1907,Retired,20.0
RVSN USSR,Proton K/Block-DM-2 | Ekran-M 1,Retired,
RVSN USSR,Soyuz U | Cosmos 1906,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1905,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1904,Retired,
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1903,Retired,
RVSN USSR,Soyuz U2 | Soyuz TM-4,Retired,40.0
RVSN USSR,K65M-RB5 | BOR-4 n°407,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1902,Retired,
RVSN USSR,Soyuz U | Cosmos 1901,Retired,20.0
RVSN USSR,Tsyklon-2 | Cosmos 1900,Retired,
RVSN USSR,Proton K/Block-DM-2 | Raduga 21,Retired,
RVSN USSR,Soyuz U | Cosmos 1899,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1898,Retired,
Martin Marietta,Titan 34D | DSP-13 (USA-28),Retired,
RVSN USSR,Proton K/Block-DM-2 | Cosmos 1897,Retired,
Arianespace,Ariane 2 | TVSAT-1,Retired,
RVSN USSR,Soyuz U2 | Progress 33,Retired,40.0
RVSN USSR,Soyuz U | Cosmos 1896,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1895,Retired,20.0
RVSN USSR,Proton K/Block-DM-2 | Cosmos 1894,Retired,
Martin Marietta,Titan 34D | KH-11 8 (USA-27),Retired,
RVSN USSR,Soyuz U | Cosmos 1893,Retired,20.0
RVSN USSR,Tsyklon-3 | Cosmos 1892,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1891,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 1890,Retired,
RVSN USSR,Soyuz U | Cosmos 1889,Retired,20.0
RVSN USSR,Proton K/Block-DM-2 | Cosmos 1888,Retired,
RVSN USSR,Soyuz U | Cosmos 1887,Retired,20.0
RVSN USSR,Soyuz U2 | Progress 32,Retired,40.0
RVSN USSR,Soyuz U | Cosmos 1886,Retired,20.0
US Air Force,Scout G1 | Transit-O 27 & 29,Retired,
RVSN USSR,"Proton K/Block-DM-2 | Cosmos 1883, 1884 & 1885",Retired,
Arianespace,"Ariane 3 | Aussat-A3, Eutelsat 1-F4",Retired,
RVSN USSR,Soyuz U | Cosmos 1882,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1881,Retired,20.0
CASC,Long March 2C | FSW-1 1,Active,30.8
RVSN USSR,Tsyklon-3 | Cosmos 1875 to 1880,Retired,
RVSN USSR,Proton-K/Block-DM | Ekran 16,Retired,
RVSN USSR,Soyuz U | Cosmos 1874,Retired,20.0
RVSN USSR,Zenit-2 | Cosmos 1873,Retired,
RVSN USSR,K65M-RB5 | BOR-5 n°504,Retired,
MHI,H-I UM-129A (9SO) | Kiku 5,Retired,
RVSN USSR,Soyuz U | Cosmos 1872,Retired,20.0
RVSN USSR,Tsyklon-3 | Meteor-2 n°16,Retired,
CASC,Long March 2C | FSW-0 9,Active,30.8
RVSN USSR,Soyuz U2 | Progress 31,Retired,40.0
RVSN USSR,Zenit-2 | Cosmos 1871,Retired,
RVSN USSR,Proton-K | Cosmos 1870,Retired,
RVSN USSR,Soyuz U2 | Soyuz TM-3,Retired,40.0
RVSN USSR,Tsyklon-3 | Cosmos 1869,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1868,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 1867,Retired,
RVSN USSR,Soyuz U | Cosmos 1866,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1865,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1864,Retired,
RVSN USSR,Soyuz U | Cosmos 1863,Retired,20.0
RVSN USSR,Tsyklon-3 | Cosmos 1862,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1861,Retired,
General Dynamics,Atlas-E/F Star-37S-ISS | DMSP 5D-2/F8 (USA-26),Retired,
RVSN USSR,Tsyklon-2 | Cosmos 1860,Retired,
RVSN USSR,Soyuz U | Resurs-F1 n°33,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1852 to 1859,Retired,
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1851,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1850,Retired,
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1849,Retired,
RVSN USSR,Soyuz U | Cosmos 1848,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1847,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1846,Retired,20.0
RVSN USSR,Soyuz U2 | Progress 30,Retired,40.0
RVSN USSR,Energiya/Polyus | Polyus,Retired,
General Dynamics,"Atlas-H MSD | NOSS-9A to 9C, MSD 9 & LIPS 3 (USA-22 to USA-25)",Retired,
RVSN USSR,Soyuz U | Cosmos 1845,Retired,20.0
RVSN USSR,Zenit-2 | Cosmos 1844,Retired,
RVSN USSR,Proton-K/Block-DM | Gorizont 14,Retired,
RVSN USSR,Soyuz U | Cosmos 1843,Retired,20.0
RVSN USSR,Tsyklon-3 | Cosmos 1842,Retired,
RVSN USSR,Soyuz U | Cosmos 1841,Retired,20.0
RVSN USSR,"Proton K/Block-DM-2 | Cosmos 1838, 1839 & 1840",Retired,
RVSN USSR,Soyuz U | Cosmos 1837,Retired,20.0
RVSN USSR,Soyuz U2 | Progress 29,Retired,40.0
RVSN USSR,Soyuz U | Cosmos 1836,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1835,Retired,20.0
RVSN USSR,Tsyklon-2 | Cosmos 1834,Retired,
RVSN USSR,Proton-K | Kvant-1,Retired,
General Dynamics,Atlas-G Centaur-D1AR | FLTSATCOM-6,Retired,
ISRO,ASLV | SROSS-A,Retired,
US Air Force,Delta 3920 | Palapa B2P,Retired,
RVSN USSR,Proton-K/Block-DM | Raduga 20,Retired,
RVSN USSR,Zenit-2 | Cosmos 1833,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1827 to 1832,Retired,
RVSN USSR,Soyuz U | Cosmos 1826,Retired,20.0
RVSN USSR,Tsyklon-3 | Cosmos 1825,Retired,
RVSN USSR,Soyuz U2 | Progress 28,Retired,40.0
US Air Force,Delta 3914 | GOES-H,Retired,
RVSN USSR,Soyuz U | Cosmos 1824,Retired,20.0
RVSN USSR,Tsyklon-3 | Cosmos 1823,Retired,
RVSN USSR,Soyuz U | Cosmos 1822,Retired,20.0
MHI,N-II | Momo 1a,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1821,Retired,
RVSN USSR,Zenit-2 | Cosmos 1820,Retired,
Martin Marietta,Titan III(34)B Agena-D | Quasar 7 (USA-21),Retired,
RVSN USSR,Soyuz U | Cosmos 1819,Retired,20.0
RVSN USSR,Soyuz U2 | Soyuz TM-2,Retired,40.0
ISAS,Mu-III S2 | Ginga,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 1818,Retired,
RVSN USSR,Proton K/Block-DM-2 | Cosmos 1817,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1816,Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-3 n°129,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1815,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1814,Retired,
RVSN USSR,Soyuz U2 | Progress 27,Retired,40.0
RVSN USSR,Soyuz U | Cosmos 1813,Retired,20.0
RVSN USSR,Tsyklon-3 | Cosmos 1812,Retired,
RVSN USSR,Soyuz U | Cosmos 1811,Retired,20.0
RVSN USSR,Tsyklon-3 | Meteor-2 n°15,Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-1 n°128,Retired,
RVSN USSR,Soyuz U | Cosmos 1810,Retired,20.0
RVSN USSR,K65M-RB5 | BOR-5 n°503,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1809,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1808,Retired,
RVSN USSR,Soyuz U | Cosmos 1807,Retired,20.0
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1806,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1805,Retired,
General Dynamics,Atlas-G Centaur-D1AR | FLTSATCOM-7,Retired,
RVSN USSR,Soyuz U | Cosmos 1804,Retired,20.0
RVSN USSR,Tsyklon-3 | Cosmos 1803,Retired,
RVSN USSR,Proton-K | Almaz-T n°1,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1802,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1794 to 1801,Retired,
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1793,Retired,
RVSN USSR,Proton-K/Block-DM | Gorizont 13,Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-1 n°127,Retired,
US Air Force,Scout G1 | Polar Bear,Retired,
RVSN USSR,Soyuz U | Cosmos 1792,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1791,Retired,
RVSN USSR,Soyuz U | Cosmos 1790,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1789,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1788,Retired,
RVSN USSR,Proton-K/Block-DM | Raduga 19,Retired,
RVSN USSR,Soyuz U | Cosmos 1787,Retired,20.0
RVSN USSR,Zenit-2 | Cosmos 1786 & EPN 03.0694 n°3,Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-3 n°126,Retired,
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1785,Retired,
RVSN USSR,Tsyklon-3 | Strela-3 n°388 to 393,Retired,
RVSN USSR,Soyuz U | Cosmos 1784,Retired,20.0
CASC,Long March 2C | FSW-0 8,Active,30.8
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1783,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1782,Retired,
General Dynamics,Atlas-E/F Star-37S-ISS | NOAA-G,Retired,
RVSN USSR,Soyuz U | Cosmos 1781,Retired,20.0
RVSN USSR,"Proton K/Block-DM-2 | Cosmos 1778, 1779 & 1780",Retired,
RVSN USSR,Cosmos-3M | Cosmos 1777,Retired,
US Air Force,Delta 3920 | Vector Sum Experiment (USA-19),Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-1 n°125,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1776,Retired,
RVSN USSR,Soyuz U | Cosmos 1775,Retired,20.0
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1774,Retired,
RVSN USSR,Soyuz U | Cosmos 1773,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1772,Retired,20.0
RVSN USSR,Tsyklon-2 | Cosmos 1771,Retired,
MHI,"H-I (9 SO) | Fuji 1a, Jindai & Ajisai",Retired,
RVSN USSR,Soyuz U | Cosmos 1770,Retired,20.0
RVSN USSR,Tsyklon-2 | Cosmos 1769,Retired,
RVSN USSR,Soyuz U | Cosmos 1768,Retired,20.0
RVSN USSR,Molniya-M /Block ML | Molniya-1 n°124,Retired,
RVSN USSR,Zenit-2 | Cosmos 1767,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1766,Retired,
RVSN USSR,Soyuz U | Cosmos 1765,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1764,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1763,Retired,
RVSN USSR,Soyuz U | Cosmos 1762,Retired,20.0
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1761,Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-3 n°123,Retired,
RVSN USSR,Soyuz U | Cosmos 1760,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1759,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1758,Retired,
RVSN USSR,Soyuz U | Cosmos 1757,Retired,20.0
RVSN USSR,Proton-K/Block-DM | Gorizont 12,Retired,
RVSN USSR,Soyuz U | Cosmos 1756,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1748 to 1755,Retired,
Arianespace,Ariane 2 | Intelsat-5A 14,Retired,
RVSN USSR,Soyuz U | Cosmos 1747,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1746,Retired,20.0
RVSN USSR,Tsyklon-3 | Meteor-2 n°14,Retired,
RVSN USSR,Proton-K/Block-DM | Ekran 15,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1745,Retired,
RVSN USSR,Soyuz U | Cosmos 1744,Retired,20.0
RVSN USSR,Soyuz U2 | Soyuz TM-1,Retired,40.0
RVSN USSR,Tsyklon-3 | Cosmos 1743,Retired,
RVSN USSR,Soyuz U | Cosmos 1742,Retired,20.0
US Air Force,Delta 3914 | GOES-G,Retired,
RVSN USSR,Soyuz U2 | Progress 26,Retired,40.0
RVSN USSR,Molniya-M /Block ML | Molniya-3 n°122,Retired,
Martin Marietta,Titan 34D | KH9-20,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1741,Retired,
RVSN USSR,Soyuz U | Cosmos 1740,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1739,Retired,20.0
RVSN USSR,Proton-K/Block-DM | Cosmos 1738,Retired,
Arianespace,"Ariane 3 | GStar-2, Brasilsat-A2",Retired,
RVSN USSR,Soyuz U | Zenit-8 n°613,Retired,20.0
RVSN USSR,Tsyklon-2 | Cosmos 1737,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 1736,Retired,
RVSN USSR,Soyuz U2 | Progress 25,Retired,40.0
RVSN USSR,Soyuz U2 | Soyuz T-15,Retired,40.0
RVSN USSR,Tsyklon-2 | Cosmos 1735,Retired,
RVSN USSR,Soyuz U | Cosmos 1734,Retired,20.0
Arianespace,Ariane 1 | SPOT-1 & Viking,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1733,Retired,
RVSN USSR,Proton-K | Mir,Retired,
MHI,N-II Star-37E | Yuri 2b,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1732,Retired,
General Dynamics,Atlas-H MSD | MSD 8 & Parcae 8A to 8C (USA-15 to 18),Retired,
RVSN USSR,Soyuz U | Cosmos 1731,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1730,Retired,20.0
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1729,Retired,
CASC,Long March 3 | DFH-2A 01,Retired,
NASA,Space Shuttle Challenger | STS-51-L,Retired,450.0
RVSN USSR,Soyuz U | Cosmos 1728,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1727,Retired,
RVSN USSR,Proton-K/Block-DM | Raduga 18,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1726,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1725,Retired,
RVSN USSR,Soyuz U | Cosmos 1724,Retired,20.0
NASA,Space Shuttle Columbia | STS-61-C,Retired,450.0
RVSN USSR,Cosmos-3M | Cosmos 1716 to 1723,Retired,
RVSN USSR,Soyuz U | Cosmos 1715,Retired,20.0
RVSN USSR,Zenit-2 | Cosmos 1714,Retired,
RVSN USSR,Soyuz U | Cosmos 1713,Retired,20.0
RVSN USSR,Tsyklon-3 | Meteor-2 n°13,Retired,
RVSN USSR,"Proton K/Block-DM-2 | Cosmos 1710, 1711 & 1712",Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-3 n°121,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1709,Retired,
RVSN USSR,Soyuz U | Cosmos 1708,Retired,20.0
US Air Force,Scout G1 | ITV 1 & 2 (USA 13 & 14),Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1707,Retired,
RVSN USSR,Soyuz U | Cosmos 1706,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1705,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1704,Retired,
NASA,Space Shuttle Atlantis | STS-61-B,Retired,450.0
RVSN USSR,Tsyklon-3 | Cosmos 1703,Retired,
RVSN USSR,Proton-K/Block-DM | Raduga 17,Retired,
RVSN USSR,Soyuz U | Cosmos 1702,Retired,20.0
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1701,Retired,
NASA,Space Shuttle Challenger | STS-61-A,Retired,450.0
RVSN USSR,Molniya-M /Block ML | Molniya-1 n°120,Retired,
RVSN USSR,Proton K/Block-DM-2 | Cosmos 1700,Retired,
RVSN USSR,Soyuz U | Cosmos 1699,Retired,20.0
RVSN USSR,Tsyklon-3 | Meteor-3 n°01,Retired,
RVSN USSR,Cosmos-3M | Parouss n°50,Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-1 n°119,Retired,
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1698,Retired,
RVSN USSR,Zenit-2 | Cosmos 1697,Retired,
CASC,Long March 2C | FSW-0 7,Active,30.8
RVSN USSR,Soyuz U | Cosmos 1696,Retired,20.0
RVSN USSR,Tsyklon-3 | Cosmos 1690 to 1695,Retired,
General Dynamics,Atlas-E/F SGS-2 | GPS-11 (USA-10),Retired,
NASA,Space Shuttle Atlantis | STS-51-J,Retired,450.0
RVSN USSR,Molniya-M /Block ML | Molniya-3 n°118,Retired,
RVSN USSR,Vostok-2M | Cosmos 1689,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1688,Retired,
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1687,Retired,
General Dynamics,Atlas-G Centaur-D1AR | Intelsat 512,Retired,
RVSN USSR,Proton-K | Cosmos 1686 (TKS),Retired,
RVSN USSR,Soyuz U | Cosmos 1685,Retired,20.0
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1684,Retired,
RVSN USSR,Soyuz U | Cosmos 1683,Retired,20.0
RVSN USSR,Tsyklon-2 | Cosmos 1682,Retired,
RVSN USSR,Soyuz U2 | Soyuz T-14,Retired,40.0
Arianespace,"Ariane 3 | ECS 3, Spacenet 3",Retired,
RVSN USSR,Soyuz U | Cosmos 1681,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1680,Retired,
RVSN USSR,Soyuz U | Cosmos 1679,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1678,Retired,20.0
Martin Marietta,Titan 34D | KH-11 7,Retired,
NASA,Space Shuttle Discovery | STS-51-I,Retired,450.0
RVSN USSR,Tsyklon-2 | Cosmos 1677,Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-1 n°117,Retired,
ISAS,Mu-III S2 | Suisei,Retired,
RVSN USSR,Soyuz U | Cosmos 1676,Retired,20.0
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1675,Retired,
RVSN USSR,Proton-K/Block-DM | Raduga 16,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1674,Retired,
RVSN USSR,Soyuz U | Cosmos 1673,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1672,Retired,20.0
US Air Force,Scout G1 | Transit-O 24 & 30,Retired,
RVSN USSR,Soyuz U | Cosmos 1671,Retired,20.0
RVSN USSR,Tsyklon-2 | Cosmos 1670,Retired,
NASA,Space Shuttle Challenger | STS-51-F,Retired,450.0
RVSN USSR,Soyuz U | Cosmos 1669,Retired,20.0
RVSN USSR,Molniya-M /Block ML | Molniya-3 n°116,Retired,
RVSN USSR,Soyuz U | Cosmos 1668,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1667,Retired,20.0
RVSN USSR,Tsyklon-3 | Cosmos 1666,Retired,
RVSN USSR,Soyuz U | Cosmos 1665,Retired,20.0
Arianespace,Ariane 1 | Giotto,Retired,
General Dynamics,Atlas-G Centaur-D1AR | Intelsat 511,Retired,
RVSN USSR,Soyuz U | Cosmos 1664,Retired,20.0
RVSN USSR,Zenit-2 | EPN 03.0694 n°2,Retired,
RVSN USSR,Soyuz U | Cosmos 1663,Retired,20.0
RVSN USSR,Soyuz U | Progress 24,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1662,Retired,
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1661,Retired,
NASA,Space Shuttle Discovery | STS-51-G,Retired,450.0
RVSN USSR,Tsyklon-3 | Cosmos 1660,Retired,
RVSN USSR,Soyuz U | Cosmos 1659,Retired,20.0
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1658,Retired,
RVSN USSR,Soyuz U | Cosmos 1657,Retired,20.0
RVSN USSR,Soyuz U2 | Soyuz T-13,Retired,40.0
RVSN USSR,Proton K/Block-DM-2 | Cosmos 1656,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1655,Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-3 n°115,Retired,
RVSN USSR,Soyuz U | Cosmos 1654,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1653,Retired,20.0
RVSN USSR,"Proton K/Block-DM-2 | Cosmos 1650, 1651 & 1652",Retired,
RVSN USSR,Soyuz U | Cosmos 1649,Retired,20.0
Arianespace,"Ariane 3 | GStar-1, Télécom 1B",Retired,
NASA,Space Shuttle Challenger | STS-51-B,Retired,450.0
RVSN USSR,Molniya-M /Block SO-L | Prognoz n°10,Retired,
RVSN USSR,Soyuz U | Cosmos 1648,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1647,Retired,20.0
RVSN USSR,Tsyklon-2 | Cosmos 1646,Retired,
RVSN USSR,K65M-RB5 | BOR-5 n°502,Retired,
RVSN USSR,Soyuz U | Cosmos 1645,Retired,20.0
RVSN USSR,Zenit-2 | EPN 03.0694 n°1,Retired,
NASA,Space Shuttle Discovery | STS-51-D,Retired,450.0
RVSN USSR,Soyuz U | Cosmos 1644,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1643,Retired,20.0
General Dynamics,Atlas-G Centaur-D1AR | Intelsat 510,Retired,
RVSN USSR,Proton-K/Block-DM | Ekran 14,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1635 to 1642,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1634,Retired,
General Dynamics,Atlas-E/F OIS | Geosat,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1633,Retired,
RVSN USSR,Soyuz U | Cosmos 1632,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1631,Retired,
RVSN USSR,Soyuz U | Cosmos 1630,Retired,20.0
RVSN USSR,Proton-K/Block-DM | Cosmos 1629,Retired,
Arianespace,"Ariane 3 | Arabsat-1A, Brasilsat-A1",Retired,
Martin Marietta,Titan III(34)B Agena-D | Quasar 6 (USA-9),Retired,
RVSN USSR,Tsyklon-3 | Meteor-2 n°12,Retired,
RVSN USSR,Soyuz U | Cosmos 1628,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1627,Retired,
NASA,Space Shuttle Discovery | STS-51-C,Retired,450.0
RVSN USSR,Tsyklon-3 | Cosmos 1626,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 1625,Retired,
RVSN USSR,Proton-K/Block-DM | Gorizont 11,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1624,Retired,
RVSN USSR,Soyuz U | Cosmos 1623,Retired,20.0
RVSN USSR,Molniya-M /Block ML | Molniya-3 n°114,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1617 to 1622,Retired,
RVSN USSR,Soyuz U | Cosmos 1616,Retired,20.0
ISAS,Mu-III S2 | Sakigake,Retired,
Martin Marietta,Titan 34D | DSP-12 (USA-7),Retired,
RVSN USSR,Proton-K/Block D-1 | Vega 2,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1615,Retired,
RVSN USSR,K65M-RB5 | Cosmos 1614 (BOR-4),Retired,
RVSN USSR,Proton-K/Block D-1 | Vega 1,Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-1 n°113,Retired,
General Dynamics,Atlas-E/F Star-37S-ISS | NOAA-F,Retired,
Martin Marietta,Titan 34D | KH-11 6 (USA-6),Retired,
RVSN USSR,Soyuz U | Cosmos 1613,Retired,20.0
RVSN USSR,Tsyklon-3 | Cosmos 1612,Retired,
RVSN USSR,Soyuz U | Cosmos 1611,Retired,20.0
RVSN USSR,Cosmos-3M | Cosmos 1610,Retired,
RVSN USSR,Soyuz U | Cosmos 1609,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1608,Retired,20.0
US Air Force,Delta 3914 | NATO 3D,Retired,
Arianespace,"Ariane 3 | Spacenet 2, MARECS-2",Retired,
NASA,Space Shuttle Discovery | STS-51-A,Retired,450.0
RVSN USSR,Tsyklon-2 | Cosmos 1607,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1606,Retired,
US Air Force,Scout G1 | Nova,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1605,Retired,
NASA,Space Shuttle Challenger | STS-41-G,Retired,450.0
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1604,Retired,
RVSN USSR,Proton K/Block-DM-2 | Cosmos 1603,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1602,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1601,Retired,
RVSN USSR,Soyuz U | Cosmos 1600,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1599,Retired,20.0
US Air Force,Delta 3920 | Galaxy-3,Retired,
RVSN USSR,Cosmos-3M | Cosmos 1598,Retired,
RVSN USSR,Soyuz U | Cosmos 1597,Retired,20.0
CASC,Long March 2C | FSW-0 6,Active,30.8
General Dynamics,Atlas-E/F SGS-2 | GPS-10 (USA-5),Retired,
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1596,Retired,
RVSN USSR,"Proton K/Block-DM-2 | Cosmos 1593, 1594 & 1595",Retired,
RVSN USSR,Soyuz U | Cosmos 1592,Retired,20.0
NASA,Space Shuttle Discovery | STS-41-D,Retired,450.0
RVSN USSR,Soyuz U | Cosmos 1591,Retired,20.0
Martin Marietta,Titan III(34)B Agena-D | Quasar 5 (USA-4),Retired,
RVSN USSR,Proton-K/Block-DM | Ekran 13,Retired,
RVSN USSR,Molniya-M /Block ML | Molniya-1 n°112,Retired,
US Air Force,Delta 3924 | Explorer 65 (CCE),Retired,
RVSN USSR,Soyuz U | Cosmos 1590,Retired,20.0
RVSN USSR,Soyuz U | Progress 23,Retired,20.0
RVSN USSR,Molniya-M /Block ML | Molniya-1 n°111,Retired,
RVSN USSR,Tsyklon-3 | Cosmos 1589,Retired,
RVSN USSR,Tsyklon-2 | Cosmos 1588,Retired,
RVSN USSR,Soyuz U | Cosmos 1587,Retired,20.0
Arianespace,"Ariane 3 | Eutelsat-1 F2, Télécom 1A",Retired,
MHI,N-II Star-37E | Himawari 3,Retired,
RVSN USSR,Molniya-M /Block 2BL | Cosmos 1586,Retired,
RVSN USSR,Proton-K/Block-DM | Gorizont 10,Retired,
RVSN USSR,Soyuz U | Cosmos 1585,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1584,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1583,Retired,20.0
RVSN USSR,Soyuz U | Cosmos 1582,Retired,20.0
