Name,Baths,Balcony
"Vakola, Santacruz East,Mumbai",1,Yes
"Tata Nagar, Govandi,Mumbai",2,Yes
"Merry land ,Worli Sea Face, Worli,Mumbai",2,Yes
"chawal,Vakola, Santacruz East,Mumbai",2,No
"Rivali Park,Tata Power Residential Colony, Borivali East,Mumbai",3,No
"Yashwant Gaurav complex,Wagholi, Nalasopara West,Mumbai",3,No
"merryland worli,Worli Sea Face, Worli,Mumbai",2,No
"Indira Nagar, Ghatkopar West,Mumbai",1,No
"Vakola, Santacruz East,Mumbai",1,No
"Antop Hill, Wadala,Mumbai",2,No
Aareshwar,1,Yes
"Manevale Pada, Nalasopara East,Mumbai",1,Yes
"Vishwashanti society,Tembhipada, Bhandup West,Mumbai",2,No
"Mahavir Krupa Maharana   pratap road ,Bhayandar West, Mumbai",1,No
"Bhayandar East, Mumbai",2,Yes
"Vasai East Salt Plant, Vasai East,Mumbai",1,Yes
"Bhayandar West, Mumbai",1,Yes
Reliable Glory,2,Yes
New Om Complex Chsl,2,No
"Shivkrupa ,Vakola, Santacruz East,Mumbai",1,Yes
JP Ato Byculla,6,Yes
"Sai Krishna housing socity,Sai Nath Nagar, Virar East,Mumbai",1,No
"Miragaon, Mira Road East,Mumbai",2,Yes
"Tagore Road, Santacruz West,Mumbai",2,Yes
"Niketan,Bharat Nagar, Kamathipura,Mumbai",2,No
"Shreepal complex ,Manevale Pada, Nalasopara East,Mumbai",2,No
"C Square Park,Wagholi, Nalasopara West,Mumbai",2,Yes
"Ashok Nagar, Mulund West,Mumbai",2,No
Shiv Parvati,3,Yes
"   sona Building,Bhayandar West, Mumbai",1,No
"Vishal sahyadri ,Sai Nagar, Kandivali West,Mumbai",1,No
Skylon Spaces,2,No
"Mint Magna ,Prabhadevi, Mumbai",2,Yes
Rivali Park WinterGreen,3,No
"Vasai East Salt Plant, Vasai East,Mumbai",1,No
"Vijay bhuvan cst,Ballard Estate, Fort,Mumbai",3,No
"Samrudhi gardan,Wagholi, Nalasopara West,Mumbai",1,No
"Mandala, Mankhurd,Mumbai",2,Yes
Purnima,2,Yes
Imperial Splendora F Wing,2,No
"RCF Colony, Chembur,Mumbai",3,No
Indrapuram Resort Aparments,1,No
Earth Baug,2,No
A & O Eminente,2,No
"Culvem Village, Gorai,Mumbai",1,Yes
"Navratna Society,Brahmanwadi, Kurla West,Mumbai",2,No
"Vikhroli East, Mumbai",2,Yes
"Ranwar, Bandra West,Mumbai",5,Yes
Shiv Om Apartment,1,Yes
"Wagholi, Nalasopara West,Mumbai",1,No
"Aarey Colony, Goregaon East,Mumbai",3,No
"Ashok Nagar, Borivali West,Mumbai",3,Yes
"Triveni Nagar, Malad East,Mumbai",2,Yes
Homes Sudama Sadan,2,No
Highland Park,3,No
"Nalanda nagar,Mahul, Trombay,Mumbai",2,Yes
Rashmi Dhruvita Park,3,Yes
"Sukarwadi, Borivali East,Mumbai",2,Yes
"Shankarwadi, Jogeshwari East,Mumbai",1,Yes
"Jawahar Nagar, Khar East,Mumbai",1,No
"Kashimira, Mira Road East,Mumbai",1,Yes
"Bhandup East, Mumbai",2,Yes
"Ekta sra building bangali coumpond gokuldham,Gokuldham, Goregaon East,Mumbai",1,No
"Sunder Pada, Kandivali West,Mumbai",3,Yes
"Shree Govind Bhagwati Complex,Manevale Pada, Nalasopara East,Mumbai",3,No
Orchid Tower,3,No
Omkar Apartment,2,No
"Ashok Nagar, Andheri East,Mumbai",3,No
"Kajupada, Sakinaka,Mumbai",2,No
"Marol, Andheri East,Mumbai",1,No
 Amina Manzil,2,Yes
"Cheeta Camp, Trombay,Mumbai",1,Yes
"Vasai East Salt Plant, Vasai East,Mumbai",2,Yes
"Room no 5 Khurshid Ahmed near Raza masjid azmi nagar,Malvani, Malad West,Mumbai",2,No
"Eastern free way ,Deonar Village, Govandi,Mumbai",4,Yes
"Uttan, Bhayandar West,Mumbai",3,No
Gurukrupa Marina Enclave,3,No
Lok Yamuna Apartments,3,No
"Sewri, Mumbai",3,No
"Aksa manzil,Nagpada, Madanpura,Mumbai",1,No
MICL Aaradhya Highpark,2,Yes
"Vasai East Salt Plant, Vasai East,Mumbai",1,No
"Navy Nagar, Colaba,Mumbai",1,Yes
Lodha Altamount,5,Yes
Rustomjee Global City,2,Yes
"Malvani, Malad West,Mumbai",4,Yes
JP North,1,Yes
"Bandra West, Mumbai",3,Yes
Daulat Shirin,3,Yes
"Balaji society ,Thakur Village, Kandivali East,Mumbai",3,No
"Somwari Bazar, Malad West,Mumbai",3,Yes
"Vakola, Santacruz East,Mumbai",4,Yes
Ekdanta 24 Karat,2,Yes
Shanti Life Space,2,Yes
Orbit Enclave,3,Yes
"Lakshmiben Chedda Nagar, Nalasopara West,Mumbai",2,Yes
"Tagore Road, Santacruz West,Mumbai",1,No
GA Ganga Sagar CHS,3,No
"Fortune Apartment,Chinchbunder, Mandvi,Mumbai",2,No
"Chandivali, Powai,Mumbai",2,Yes
"Shanti Nagar, Mira Road East,Mumbai",2,No
Rameshwar Sanghvi One,2,No
"Sai Karishma Complex,Silver Park, Mira Road East,Mumbai",3,Yes
Mantri Park,3,Yes
Lodha Casa Royale,2,No
Pushpa Milan,3,No
"Vasai East Salt Plant, Vasai East,Mumbai",1,No
Kesar Ashish Tower,3,Yes
"Wagholi, Nalasopara West,Mumbai",3,Yes
"Aafiyah Heights Society,Kazipura, Nagpada,Mumbai",2,Yes
"Vasai,Vasai East, Mumbai",1,Yes
"SV Patel Nagar, Andheri West,Mumbai",2,No
"Kajupada, Sakinaka,Mumbai",1,Yes
SK Spring Field,2,Yes
Tirupati Plaza,3,No
"MIG Colony, Bandra East,Mumbai",2,Yes
Galaxy Apartment,2,Yes
Sahakar Niwas,2,No
"Adasa Nagar, Shivaji Nagar,Mumbai",4,Yes
"Abhyudaya Nagar ,Parel, Mumbai",1,Yes
"Ali Tower CHS LTD,Chikalwadi, Tardeo,Mumbai",2,Yes
Neelam Neelam Nagar,2,No
Yogi Prakash,2,No
"Virar East, Mumbai",3,No
Akruti Aneri,3,Yes
Navratna Apartment,2,Yes
Kanakia Marry Gold I,1,No
Nahar Amrit Shakti,3,Yes
 Thawar Mansion Apartment,1,Yes
"Naigaon East, Mumbai",5,Yes
"Nehru Nagar, Kurla East,Mumbai",2,Yes
"Bhoomi Heights Borivali,Borivali West, Mumbai",3,No
"Big Step,Pant Nagar, Ghatkopar East,Mumbai",1,Yes
Satyam Shivam Sundaram,1,No
Sai Darshan Apartments,1,Yes
"Walmiki sejar samiti ,Hanuman Nagar, Kandivali East,Mumbai",1,Yes
"Vasant Nagri Vasai,Vasant Nagari, Vasai East,Mumbai",3,No
"Kanchpada, Malad West,Mumbai",3,Yes
"Korba Mithagar, Wadala,Mumbai",2,Yes
Aman Apartment,1,Yes
"Somwari Bazar, Malad West,Mumbai",1,Yes
SA Sai Aangan,2,No
 Thawar Mansion Apartment,1,No
"Vasant Vihar, Malabar Hill,Mumbai",2,Yes
Lokhandwala Lady Ratan Tower,2,Yes
"Hawai Pada, Nalasopara East,Mumbai",4,Yes
"Pooja Nagar, Bhayandar East,Mumbai",2,No
"Dattakrupa co op soc,Sion East, Sion,Mumbai",1,Yes
Purushottam,1,Yes
"JP North Garden City ,Silver Park, Mira Road East,Mumbai",1,No
amisha c.h.s,1,No
Sai Swapn Bhamini sankul,2,No
"Gemini Park CHSL,Mandala, Mankhurd,Mumbai",3,Yes
Maihar Osman Chamber,3,Yes
Leo GroupHousing,2,No
Powai Woods CHSL,4,Yes
"Sarvodaya Nagar, Bhandup West,Mumbai",1,Yes
"Kanjurmarg West, Mumbai",1,No
"Tagore Road, Santacruz West,Mumbai",3,Yes
"Virar East, Mumbai",1,Yes
"Indraprasth CHS LTD,Lakshmiben Chedda Nagar, Nalasopara West,Mumbai",2,Yes
"Kondivita, Andheri East,Mumbai",1,No
"Vikhroli East, Mumbai",1,Yes
Sarvodaya Nagar CHS,2,No
"Aarey Colony, Goregaon East,Mumbai",2,Yes
"AKASH COMPLEX,Vakola, Santacruz East,Mumbai",1,Yes
"Om laxmi nagar,Bhayandar East, Mumbai",2,Yes
"Sahakar Nagar, Chembur,Mumbai",1,Yes
Harsh Hetal Park,2,No
"Vivek Building ,Ashok Nagar, Kandivali East,Mumbai",3,No
"Rajhans Kishitij IRIS D,Sandor, Vasai West,Mumbai",2,Yes
"Ghartan Pada, Dahisar East,Mumbai",2,Yes
"Kashimira, Mira Road East,Mumbai",4,Yes
Anandmayee,2,No
"Bhati Gaon, Madh,Mumbai",6,Yes
"John Joel Bldg,Bhayandar West, Mumbai",2,Yes
"Gaondevi, Dahisar West,Mumbai",2,Yes
"C Square Park,Wagholi, Nalasopara West,Mumbai",3,No
"Jawahar Nagar, Khar East,Mumbai",1,Yes
Parshwanath,1,No
Vitthal Nagar CHS,1,Yes
"Afrin Apartments,Miragaon, Mira Road East,Mumbai",2,Yes
"MIG Colony, Bandra East,Mumbai",3,Yes
DLH Swapnadeep,3,No
"Ashish CHS ,Azad Nagar, Andheri West,Mumbai",2,Yes
"Jivdani vaishnavi complex Sainath Nagar Virar y,Virar East, Mumbai",2,Yes
"Brahmanwadi, Kurla West,Mumbai",2,Yes
"Juhu Apartmen,Ashok Nagar, Juhu,Mumbai",2,No
Sarvodaya Nagar CHS,1,No
"Ambawadi, Nalasopara East,Mumbai",1,No
"Sai Nagar, Kandivali West,Mumbai",2,Yes
"Makhdoom manzil vasai,Sandor, Vasai West,Mumbai",1,Yes
Flight View,3,No
"Virar East, Mumbai",2,Yes
"Jivdani Residency,Agashi, Virar West,Mumbai",2,Yes
" Bori building,Pydhonie, Mandvi,Mumbai",1,No
"Dongri, Uttan,Mumbai",3,No
Swastik Durvas,2,Yes
"laxmi nivas chs,Ghartan Pada, Dahisar East,Mumbai",1,No
"Mahim West, Mahim,Mumbai",1,Yes
"Saidham apartment phoolpada road ,RJ Nagar, Virar East,Mumbai",2,No
"Naigaon West, Mumbai",2,No
"vashina,RCF Colony, Chembur,Mumbai",1,Yes
Royal kohinoor  apartment,2,No
"Bhayandarpada, Thane West,Thane",2,Yes
Tanishq Hollyhock,2,No
"PIMPLESHWAR KRUPA BUILDING,BDD Chawl, Lower Parel,Mumbai",1,Yes
Universal Mashayakh Tower,3,No
"Lotus Apartment ,Hallow Pul, Kurla West,Mumbai",2,Yes
"Cheeta Camp, Sector H, Trombay,Mumbai",2,No
"Indira Nagar, Chembur,Mumbai",1,No
"Gamdevi, Mumbai",3,Yes
Kanti Paradise,2,Yes
Ashwin Nagar Apartment,2,No
"Saidashan apt,Virar East, Mumbai",2,Yes
"Andheri east mahakali cavas road,Kondivita, Andheri East,Mumbai",1,Yes
"Tagore Nagar, Vikhroli East,Mumbai",1,Yes
Bane Compound,2,Yes
"Virar East, Mumbai",1,Yes
"Aster co op society,Borivali West, Mumbai",1,Yes
"Navghar Naka, Bhayandar East,Mumbai",1,No
Blessing Apartment,1,No
"Cheapghar cha ,RTO Colony, Mumbai Central,Mumbai",1,No
"Jesal krupa,Bhayandar East, Mumbai",1,Yes
"Hakim dayam building,Khetwadi, Girgaon,Mumbai",1,No
Asmita Jyoti CHS,1,No
"Manevale Pada, Nalasopara East,Mumbai",1,No
 Shanti Bhavan,2,No
"Mira Bhayandar,Silver Park, Mira Road East,Mumbai",4,Yes
New Apsara,1,No
Classic Apartment,1,Yes
Parshwadeep Apartment,3,Yes
Sumit Gaurav Jamuna,2,Yes
Aditya Old MHB Colony,1,No
"Ostwal Pride,Chandan Shanti, Mira Road East,Mumbai",2,No
"Sindhudurg CHS  Building No 159,Kannamwar Nagar I, Vikhroli East,Mumbai",1,Yes
"Vakola, Santacruz East,Mumbai",1,No
"Kajupada kurla,Wadia Colony, Kurla West,Mumbai",2,Yes
"Sharaf Ali ,Byculla West, Byculla,Mumbai",1,No
"Khar West, Mumbai",1,Yes
"Gavdevi road,Tembhipada, Bhandup West,Mumbai",2,No
"Naigaon West, Mumbai",4,Yes
"Kisan mangal vaiti,Mahakali Nagar, Mulund East,Mumbai",1,Yes
"Ulvekar house,Nahur East, Bhandup East,Mumbai",1,Yes
"Ibrahim tower uttan,Uttan, Mumbai",2,Yes
"Uttan,Bhayandar West, Mumbai",2,No
"Silver soil housing ,Momin Nagar, Jogeshwari West,Mumbai",1,No
"Parth society,Sai Nath Nagar, Virar East,Mumbai",2,No
"Khar West, Mumbai",1,No
Mayfair Marve Queen,1,Yes
"Dongri, Uttan,Mumbai",2,Yes
"Swarna Building,Mira Road West, Mumbai",3,Yes
"Swamini gharkul no 1,Naigaon West, Mumbai",1,Yes
"Near indian oil natwar PARIKH Shivaji nagar,Tata Nagar, Govandi,Mumbai",1,Yes
"Cawasji Patel Tank, Bhuleshwar,Mumbai",1,Yes
"Naigaon East, Mumbai",3,Yes
"Sadguru welfare society ,Manevale Pada, Nalasopara East,Mumbai",2,Yes
"Shiv sakti ,Naigaon East, Mumbai",3,No
Unique Tower by Unique Construction Mumbai,3,Yes
"Infinity Residences,Sewri, Mumbai",2,No
"Ranwar, Bandra West,Mumbai",1,Yes
"Abba Building ,Bhendi Bazaar, Bhuleshwar,Mumbai",1,Yes
"Gopinath smruti chsl ,Bhayandar East, Mumbai",1,Yes
"Gorai 1, Borivali West,Mumbai",3,No
Om Shiv Hara,1,No
"Bharatya chawl behind vallab building,Dharavi, Mumbai",1,No
"Kajupada, Sakinaka,Mumbai",2,Yes
"Shree Samartha SRA CHS,Vakola, Santacruz East,Mumbai",1,Yes
Dhariwal Avenue,2,Yes
"Vasai East Salt Plant, Vasai East,Mumbai",1,Yes
"Kanjurmarg West, Mumbai",1,No
"Christian Gaon, Kurla West,Mumbai",1,Yes
"Oriental Arcade,Lal Baug, Parel,Mumbai",2,Yes
"Azad Nagar, Andheri West,Mumbai",2,No
"Dhaniv Baug, Nalasopara East,Mumbai",1,No
"Barve Nagar, Ghatkopar West,Mumbai",1,No
Prince Tower,3,Yes
"Singh Agri Estate, Kandivali East,Mumbai",1,Yes
"Krishna Nivas chirabazaar ,Chira Bazaar, Kalbadevi,Mumbai",1,No
"Bhandup East, Mumbai",2,No
"Swastik,Tagore Nagar, Vikhroli East,Mumbai",3,Yes
 BDD Chawl,1,No
"Virar East, Mumbai",3,Yes
"Virar East, Mumbai",1,No
Atlas Royal,2,Yes
"Sai Aashish chsl,Vikhroli East, Mumbai",1,No
"Codename goregaon,Tilak Nagar, Goregaon West,Mumbai",2,Yes
"RCF Colony, Chembur,Mumbai",2,No
"Brahmanwadi, Kurla West,Mumbai",1,Yes
Khar friend's,2,Yes
"Navkar tawor,Naigaon East, Mumbai",2,No
"Indira Nagar, Chembur,Mumbai",2,Yes
"Indira Nagar, Chembur,Mumbai",2,No
"S V Patel Nagar, Chembur,Mumbai",3,Yes
"nazarali,Bhendi Bazaar, Bhuleshwar,Mumbai",1,Yes
"BDD chawl sewri,Gandhi Nagar, Sewri,Mumbai",1,Yes
" Kashyap Kutir CHS,Virar East, Mumbai",1,Yes
"Juhu Tara, Juhu,Mumbai",3,Yes
"Mustafa Bazar, Byculla,Mumbai",1,Yes
"Mulund Colony, Mulund West,Mumbai",4,Yes
"144 imperial bldg,Kazipura, Nagpada,Mumbai",1,No
"Banglow ,Naigaon West, Mumbai",4,Yes
"Rustomjee Azziano,Mahim West, Mahim,Mumbai",3,Yes
"Deendayal Nagar, Mulund East,Mumbai",1,No
" Gorai ,Yogi Nagar, Borivali West,Mumbai",2,Yes
"Nehru Nagar, Kurla East,Mumbai",3,Yes
"Nane Pada, Mulund East,Mumbai",1,No
"Magoparam society ,Opera House, Girgaon,Mumbai",1,Yes
"IIT Area, Powai,Mumbai",2,No
"Bhayandar West, Mumbai",2,Yes
Ashish Swapnalok Towers,3,No
Dadu Apartment,2,No
Ashish Swapnalok Towers,3,No
"Chakala Industrial Area (MIDC), Andheri East,Mumbai",1,No
"Dindoshi shivshahi ,Dindoshi, Malad East,Mumbai",1,No
"Vakola, Santacruz East,Mumbai",2,Yes
"Tembhipada, Bhandup West,Mumbai",2,No
"Goldwin Elegant,Paddapukur, Bhowanipore,Kolkata",5,Yes
"Subarnalaya Apartment ,Joyshree, Baranagar,Kolkata",3,Yes
Srijani Apartment,3,No
Vedic Village Greentech City,3,No
Spotlight Rainbow,3,No
"Building Tollygunge Circular Road,Jubeeli Park, Tollygunge,Kolkata",3,Yes
PS White Meadows,3,No
"Sweet Home ,Mandirtala, Kolkata",4,Yes
Sopan Niwas,3,Yes
Fortune Township,3,Yes
"Aruna abasan housing complex ,Hatiara, Rajarhat,Kolkata",3,Yes
"Eden Roma,South Purbachal, Haltu,Kolkata",3,Yes
"Madhyamgram, Kolkata",2,Yes
"Ariadaha, Baranagar,Kolkata",4,Yes
"Naskar Para, Prince Anwar Shah Connector,Kolkata",3,Yes
"Sahid Colony, Paikpara,Kolkata",4,Yes
"Madhyamgram, Kolkata",4,Yes
"Panchasayar, Garia,Kolkata",4,Yes
"Baguiati, Kolkata",2,No
"Eden Astor Park,Baidyapara, Garia,Kolkata",3,Yes
"Sarada 2947,Atghara, Nayabad,Kolkata",3,Yes
"Sangeeta Appartment ,Golpark, South Dum Dum,Kolkata",3,Yes
"Bonhooghly on BT Road, Dunlop,Kolkata",3,No
"Dronacharya Cooperative Housing Society,Golf Gardens, Tollygunge,Kolkata",3,Yes
"puspa kunj ,Goa Bagan, Maniktala,Kolkata",1,Yes
James Court,3,Yes
"Kailash Shanti Kunja,Satgachi, South Dum Dum,Kolkata",3,No
"Prantik, Thakurpukur,Kolkata",3,Yes
"Gilt Apartments sonarpur future engineering college ,Sonarpur, Kolkata",3,No
Vedic Village Greentech City,4,Yes
521 Jodhpur Park,3,Yes
Kallol Apartment,3,No
"Astha mansin,Jubeeli Park, Tollygunge,Kolkata",3,Yes
"Gopalpur Mahaluxmi Garden ,Gopalpur Gram, Rajarhat,Kolkata",3,Yes
Ideal Niketan,3,Yes
"Seal Lane, Tangra,Kolkata",3,No
Esser Residency,3,No
"Sajjya Appartment,Tara Pukur South, Agarpara,Kolkata",3,Yes
"Tolly Manor 230 N S C Bose Road,Jubeeli Park, Tollygunge,Kolkata",3,No
"Ballygunge Gardens, Gariahat,Kolkata",4,Yes
"Lalkella Building ,Jodhpur Park, Kolkata",3,No
"Baidyapara, Garia,Kolkata",4,Yes
"Raghunathpur, Baguiati,Kolkata",3,No
Srishti Apartment,3,No
"Parul Bhawan,Nagerbazar, Kolkata",3,No
"Grihasree Appartment ,Dum Dum Park, Kolkata",3,Yes
"Rajbari, Dum Dum Cantonment,Kolkata",2,No
"Aikatan,Fartabad, Garia,Kolkata",3,Yes
"Amarabati, Sodepur,Kolkata",3,No
"Swati Ananda Apartment,Bakultala, Behala,Kolkata",3,Yes
Hiland Park,3,Yes
"Hindustan Park, Gariahat,Kolkata",3,Yes
Amrapali Niketan,3,No
"Niva enterprise ,Krishnapur, Keshtopur,Kolkata",3,Yes
"parnasree ,Parnasree, Behala,Kolkata",2,Yes
"Sweet Home,Airport Gate no. 1, International Airport,Kolkata",2,Yes
Space Aurum,3,No
MCK Lotus,2,Yes
"Jole Doba Para, Khardah,Kolkata",3,Yes
Sankho Deep Apartment,3,Yes
"Barrackpore, Kolkata",2,Yes
"Sugam Ashray,Park Circus, Ballygunge,Kolkata",3,Yes
Shivom Astera,3,Yes
"Golf Green, Kolkata",3,No
"Budding Buds Apartment,Hatiara, Rajarhat,Kolkata",2,Yes
"198A Raj Enclave,Naskarpur, Behala,Kolkata",3,Yes
"Nitai Nagar, Mukundapur,Kolkata",2,Yes
Team Kabya,3,Yes
"Green land,Chit Kalikapur, Mukundapur,Kolkata",4,Yes
"Prantik, Thakurpukur,Kolkata",3,Yes
Surya Apartment,3,No
"Reekjoyoni, Rajarhat,Kolkata",2,No
Rishi Apartment,3,Yes
"Chandratara Appartment ,Bata Colony, Behala Chowrasta,Kolkata",2,Yes
"Charu  apartment,Nagerbazar, Kolkata",2,Yes
"Vedbati Bhavan,Golpark, South Dum Dum,Kolkata",3,Yes
Eden City Maheshtala,3,Yes
Natural Residency,3,Yes
Srijan Eternia,3,Yes
"Kirti Apartments thakurpukur ,Purbasan, Thakurpukur,Kolkata",2,Yes
ashabori,2,No
"sukh rajan,Jhilbagan, South Dum Dum,Kolkata",2,Yes
"Mala Apartment,Haridevpur, Paschim Putiary,Kolkata",2,No
"Habra, Kolkata",4,Yes
"Dum Dum Park, Kolkata",3,No
"Sukriti Apartment ,Bisharpara, Birati,Kolkata",3,No
"Dakshineswar, Kolkata",2,Yes
"Briji, Garia,Kolkata",3,Yes
"NANDY VILLA,Surir Bagan, Ultadanga,Kolkata",2,Yes
"Block M, New Alipore,Kolkata",3,No
Oxford Square,2,Yes
Tagore Park,2,No
Ideal Aquaview,3,No
Balaji Plaza,3,Yes
"NONI BALA APARTMENT,New Barrakpur, Kolkata",3,No
"Bidhanpally, Jadavpur,Kolkata",3,No
Sugam Habitat,3,No
Merlin Trinoyoni,4,No
"Bediapara,Basak Bagan, South Dum Dum,Kolkata",2,Yes
"Banerjee Para, Sarsuna,Kolkata",5,Yes
Basudha Apartment,3,No
Fortune Heights,3,No
"Daspara, Thakurpukur,Kolkata",2,Yes
"Vivek Nagar, Garfa,Kolkata",3,No
"Number:128/A,Sarat Ghosh Garden, Dhakuria,Kolkata",2,No
"Hana Para, Keshtopur,Kolkata",3,Yes
ML Porospathor Regency,3,Yes
"INDRAPRASTHA HRIDAYPUR ,Noapara, Barasat,Kolkata",3,No
Mayfair Residency,3,Yes
"Jagatpur, Baguiati,Kolkata",1,No
Poddar Radha Krishna Kunj,3,No
Eden Tolly Signature,3,No
Siddha Xanadu Condominium,3,Yes
"USHA NEER,Sector A, East Kolkata Township,Kolkata",3,Yes
Prakriti Residency,3,Yes
Hiland River,2,Yes
"Lakshminagar, South Dum Dum,Kolkata",3,No
"Asirbad aprtment,Reekjoyoni, Rajarhat,Kolkata",2,No
Larica Township,3,Yes
Arup Ratan Apartment,3,No
"Raj Amrit,Block M, New Alipore,Kolkata",3,Yes
"Amarabati, Sodepur,Kolkata",2,No
Narayan apartment,3,Yes
"Panchatarani Apartment,Amarpalli, South Dum Dum,Kolkata",3,No
"Maha Prabhu Apartment ,Joyshree, Baranagar,Kolkata",3,Yes
"Central park Niketan,Bidhanpally, Jadavpur,Kolkata",3,Yes
Vriddhi Urban Heights,3,Yes
"Arpita Apartment,Chinar Park, Kolkata",3,No
Classic Enclave,3,No
Indraprastha Apartment,3,No
Poushali Abashan (Siriti Housing Estate),2,Yes
"Tinni Township, Bansdroni,Kolkata",3,Yes
Durga Plaza,2,No
" Genexx Valley,Purbasan, Thakurpukur,Kolkata",3,Yes
"New Barrakpur, Kolkata",4,Yes
Sanhita Township Project,3,Yes
"Chakpachuria, New Town,Kolkata",3,Yes
"Dum Dum Park, Kolkata",3,No
"Nirmal bhavan,Beliaghata, Kolkata",3,Yes
"Maa Jagadhatri Appartment,Matagiri Harna Pally, Agarpara,Kolkata",2,No
"Dhakuria, Kolkata",3,Yes
"Tarun Apartment,Rajendra Prasad Colony, Tollygunge,Kolkata",2,No
"Goa Bagan, Shyambazar,Kolkata",3,No
"Baranagar, Kolkata",3,No
Godrej Prakriti Phase 2,3,Yes
"Kalaniketan Ambagan 67 Padmapukur Road,Rajbari, Dum Dum,Kolkata",3,Yes
Pravesh Majestic Residency 2,3,No
"Adya ma Apartment,Dakshineswar, Kolkata",2,Yes
"571 N block new Alipore,Block N, New Alipore,Kolkata",3,Yes
"Preetish Apartment,Brahmapur Government Colony, Bramhapur,Kolkata",2,Yes
ARBI 5th Avenue,3,Yes
"Rajpur sonarpur,Mission Pally, Narendrapur,Kolkata",4,Yes
Godrej Prakriti,3,Yes
West WBHB Thakurpukur Housing Project Phase 1,3,Yes
"SGIL residenzza,International Airport, Dum Dum,Kolkata",3,No
"Makhla Apartment,Dum Dum Park, Kolkata",3,Yes
Eden City Maheshtala,2,No
RDB Regent Enclave,3,Yes
"Ushoshi Apartment,Rabindrapally, Bramhapur,Kolkata",3,Yes
"Bamunpara, Kolkata",3,No
Starlite Sunny Seasons,3,Yes
"Matagiri Harna Pally, Agarpara,Kolkata",3,Yes
"Gr floor in 4 storied building,Lake Gardens, Kolkata",2,Yes
"Daspara, Thakurpukur,Kolkata",3,Yes
Dream World City,2,No
Mayfair Bloom,3,No
"Noapara, Barasat,Kolkata",2,Yes
"Divine niketan,1925, Chak Garia, Santoshpur,Kolkata",3,No
"Gostotala new scheme,Baidyapara, Garia,Kolkata",3,Yes
Sinjini Apartment,3,Yes
"Bijoygarh, Kolkata",2,No
"Swastik,Jadavpur University Campus Area, Jadavpur,Kolkata",3,Yes
"SHANTONEER APARTMENT BELGHARIA,Verner Lane, Belghoria,Kolkata",3,Yes
Maya Apartment,2,Yes
"Parnasree, Behala,Kolkata",4,Yes
"Apartment ,Sikdar Para, Behala,Kolkata",3,No
"Tk construction ,Madhyamgram, Kolkata",2,Yes
"SHYAMALIMA,Nagerbazar, Kolkata",2,Yes
"Hai chai abasan,Block B, Kalyani,Kolkata",3,No
Swastik Apartment,3,Yes
"Reekjoyoni, Rajarhat,Kolkata",4,No
"Debangan Nibas,Bonhooghly on BT Road, Baranagar,Kolkata",3,No
"Bongaon ,Bangaon, Kolkata",4,Yes
"Kirti Apartments ,Purbasan, Thakurpukur,Kolkata",2,No
"Gilt Apartments sonarpur future engineering college ,Sonarpur, Kolkata",2,Yes
"Gilt apartments beside future engineering college,Sonarpur, Kolkata",2,Yes
 Niketan,3,Yes
"Srijita xi,Bansdroni Government Colony, Bansdroni,Kolkata",3,Yes
Rishi Pranaya,3,No
"Brindhavan,Bosepukur, Kasba,Kolkata",3,Yes
Siddha Pines,3,No
Eden Tolly Cascades,3,No
Aquaview,3,No
Rajwada Greenshire,3,Yes
Shapoorji Pallonji Shukhobrishti Complex,2,No
Bengal Greenfield Elegance,3,No
Siddha Happyville,3,No
Unimark Springfield,3,No
Happyville,3,No
Ideal Aquaview,3,No
Eternis,2,Yes
Siddha Water Front,3,Yes
Sugam Habitat,3,No
The 102,2,Yes
Siddha Galaxia 2,3,Yes
Godrej Retreat at Godrej Prakriti,3,Yes
Tata Housing Avenida,3,Yes
Atri Green Valley II,3,No
Fortune Township,3,No
Siddha Eden Lakeville,2,Yes
Aryan Towers,1,Yes
Siddha Water Front by Siddha Group,2,Yes
Siddha Town,2,Yes
PS Aurus,4,Yes
Siddha Suburbia,2,Yes
Godrej Prakriti,3,No
Eden City Maheshtala,3,Yes
CB CB Enclave,3,No
CB CB Enclave,3,Yes
Ruchi Active Acres,3,Yes
Rajwada Springfield,3,Yes
Ozone,3,No
Riddhi N S Tower,3,No
Siddha Eden Lakeville,3,No
Unimark Springfield,3,No
Siddha Suburbia,2,No
Greentech Smart Homes,3,No
Natural City Laketown,3,Yes
Skyliner,3,Yes
Cambridge Green,5,Yes
Siddha Happyville,3,Yes
Clubtown Courtyard,3,Yes
Clubtown Courtyard,3,No
Siddha Eden Lakeville,3,No
Siddha Eden Lakeville,3,No
Eden City Maheshtala,3,No
Siddha Eden Lakeville,3,Yes
Siddha Waterfront Phase II,2,Yes
Larica Township,3,Yes
Natural City Laketown,3,No
Natural City Laketown,3,No
Bengal Abasan Urban Sabujayan,3,No
Tirupati Paradise,3,No
Tirupati Paradise,3,Yes
GM Meena Residency,3,No
Tirupati Paradise,3,Yes
"2 BHK Flats In New town,Chakpachuria, New Town,Kolkata",3,No
"Lake road,Manoharpukur, Kalighat,Kolkata",3,Yes
Airport Residency	,3,No
"Joy Hind Polly ,Anandapuri, Barrackpore,Kolkata",3,No
Aspira Joy,2,No
"1B live corner nayabad,Chit Kalikapur, Mukundapur,Kolkata",2,Yes
"Noapara, Barasat,Kolkata",3,Yes
