Name,Baths,Balcony
Excel The Radhe Residency,3,Yes
"Rajendra Prasad Colony, Tollygunge,Kolkata",3,Yes
"Hati Bagan, Shyambazar,Kolkata",3,Yes
"Aster morya more avenue,Sangati Colony, Netaji Nagar,Kolkata",3,Yes
Dumdum plaza,3,No
Tirupati Paradise,3,Yes
"RADHE KRISHNA APARTMENT,Ghosh Para, Keshtopur,Kolkata",3,No
"Parnasree, Behala,Kolkata",2,Yes
Tirupati Paradise,3,No
Mk Panchsheel Vatika,3,No
"Noapara, Barasat,Kolkata",2,Yes
Udayan apartment,3,No
SGIL Gardenia,3,No
"Noapara, Barasat,Kolkata",3,No
"New Town, Kolkata",3,No
Baitalik Apartment,3,Yes
"Nandan,Nandan Kanan, Santoshpur,Kolkata",3,Yes
"Sarojini Kutir,Desh Bandhu Nagar, Baguiati,Kolkata",3,Yes
NBCC Vibgyor Towers,3,Yes
Ideal Ideal Enclave,3,No
"Tripura sundari apartment,Banerjee Para, Boral,Kolkata",3,Yes
"Joyram Appartment,Amarabati, Sodepur,Kolkata",2,Yes
Mayfair Greens,3,Yes
Mangalam Park,3,No
Kohinoor Apartment,2,No
"Siddha Galaxia Phase 2,Jagatpur, Baguiati,Kolkata",3,No
"Dutta Bagan, Paikpara,Kolkata",2,Yes
Nivedita Apartment,2,Yes
Deeshari Megacity,3,Yes
"Fartabad, Garia,Kolkata",3,Yes
Srishti Apartment,3,No
Kendriya Vihar Phase 2,3,No
"Shova Apartments,Madhyamgram, Kolkata",3,Yes
"SKYLARK 3,Jaiprakash Nagar, Khardah,Kolkata",3,No
"Kendriya vihar phase 2 Kolkata,Khalisha Kota, Birati,Kolkata",3,Yes
Shangrila Apartment,3,Yes
Rupayan Su Casa Wood,3,No
Moddak Aishani Apartment,3,Yes
"Nataraj 2,Fartabad, Garia,Kolkata",3,No
Deeshari Megacity,3,Yes
Parsrampuria Mohan Tower,3,Yes
Hiland Greens,2,Yes
"Action Area I, New Town,Kolkata",3,No
Indraprastha Complex,3,No
Amit Realty and Shree RSH Group The Ecos,3,Yes
"building behala,Sikdar Para, Behala,Kolkata",4,No
"Swapnamanjil,Adipally, Santoshpur,Kolkata",3,No
Rajwada Grand,3,Yes
Ashakiran Apartments,3,No
"Shivam,Biswanath Colony, Sinthi,Kolkata",3,No
Rajwada Grand,3,Yes
"Bratachari Gram, Joka,Kolkata",3,Yes
"Chowhati, Rajpur,Kolkata",2,No
"Rajendra Prasad Colony, Tollygunge,Kolkata",3,Yes
TIRUPATI VILLA,3,No
"APC ROAD ABASAN,Fariapukur, Shyambazar,Kolkata",3,No
"Promoter,Verner Lane, Belghoria,Kolkata",3,No
Realtech Nirman The Signature,3,No
Arunima Apartment,3,No
Deeshari Megacity,3,Yes
Capricorn Jewels,3,No
Bishalakshmi Devi Apartment,3,No
Sapnil Residency,3,No
Gopal Apartment,3,Yes
"Chhayaneer Apartments,Golf Gardens, Tollygunge,Kolkata",3,Yes
Merlin Niket,3,Yes
Rudra Apartment,3,No
Barun Tower,3,Yes
Merlin Maximus,3,Yes
"Airport City Phase,Airport Area Barrackpore, Barrackpore,Kolkata",3,Yes
"White Meadows,Chowhati, Rajpur,Kolkata",2,Yes
"Griham Appartment ,Baghbazar, Kolkata",3,No
Eden Richmond Enclave,3,No
Nirmala Apartment,1,Yes
Vinayak Apartment,3,No
"Urbana,Metropoliton, Tangra,Kolkata",2,Yes
Ommoy Housing Complex,3,No
"Purbasan, Thakurpukur,Kolkata",3,Yes
Magnolia Grand,3,No
"Panchadeep ,Purbachal, Haltu,Kolkata",6,No
"Kalikapur, Kolkata",2,Yes
"Shivam Appt,Madhyamgram, Kolkata",3,Yes
"Building at Jidhpur park,Jodhpur Park, Kolkata",3,No
"Sukhpally, Haltu,Kolkata",2,Yes
Diamond City West,3,Yes
"Krishna Residency,Hana Para, Keshtopur,Kolkata",3,No
Amit Realty and Shree RSH Group The Ecos,3,Yes
Annapurna Apartment,4,Yes
Shailesh Apartment,3,No
"PS Jiva,Kankurgachi, Kolkata",3,Yes
Srijan Jubilee Park,3,Yes
Jeet Sunshine Phase III,3,No
"Socity,Natunpara, Baruipur,Kolkata",2,No
"Bangur, Lake Town,Kolkata",3,Yes
"Roopsaga Appartment,Naskar Bagan, South Dum Dum,Kolkata",2,Yes
"Tarulata apartment ,Dum Dum Park, Kolkata",3,Yes
Bluechip Rajtilak,3,No
"Bengal DCL Uttara,New Town, Kolkata",3,No
Siddha Town,3,No
"Kamalgazi, Kolkata",2,Yes
Adya Exotica Heights,3,Yes
"mayukh appartment,Kamardanga, Kolkata",3,Yes
"mayukh appartment,Kamardanga, Kolkata",2,Yes
Greens Lahiri by Greens Santoshpur,3,No
"Space Paradise,Arjunpur, Kaikhali,Kolkata",3,No
Deeshari Orchid,3,No
GPS Meena Aurum,3,Yes
Tirupati Paradise,3,No
Mayfair Greenwoods,3,No
Poddar Radha Krishna Kunj,3,Yes
Basundhara Abasan,3,Yes
Arihant Arihant Garden,3,No
Dream Residency,3,Yes
Tirupati Paradise,3,No
PS Sherwood Estate,3,Yes
"Shreebhumi, Lake Town,Kolkata",3,Yes
"Smart Homes,Jagatpur, Baguiati,Kolkata",3,No
"appertment ,Sikdar Para, Behala,Kolkata",3,Yes
Tranquil Tranquil Regency,1,Yes
"Subhasgram, Kolkata",2,No
Sugam Sudhir,3,No
Goldwin Sharnam,3,No
Golf Green Urban Complex,3,No
"Ashribad Apartment ,Ramkrishnanagar, Nabapally,Kolkata",2,No
"Green Valley,Arjunpur, Kaikhali,Kolkata",3,No
Anupama Housing Complex,3,No
Mayfair Greenwoods,3,Yes
"PS  White Meadows,Chowhati, Rajpur,Kolkata",2,No
GITANJALI,3,Yes
Eden Richmond Park,3,Yes
"Sonarpur, Kolkata",3,No
"PS  Jiva Homes,Kankurgachi, Kolkata",3,No
Ganguly 4 Sight 36,3,Yes
Larica Township,3,No
"Fortune Square,Jagatpur, Baguiati,Kolkata",3,No
Space Aurum,3,No
"Chowhati, Rajpur,Kolkata",2,No
"Emboss aaloy, Harinavi,Kolkata",3,No
"Kalpana apartment subhasgram,Subhasgram, Kolkata",3,Yes
"Mononeer Apartment,South Purbachal, Haltu,Kolkata",3,Yes
"Kamal chaya complex ,Beharapara, Baruipur,Kolkata",3,Yes
"The Vedic Village,Jagatpur, Baguiati,Kolkata",3,Yes
"Siddha Waterfront,Kulinpara, Khardah,Kolkata",3,Yes
Rupayan Su Casa Towers,3,No
Magnolia Vardaan,3,Yes
High Land Green Apartment,3,No
High Land Green Apartment,3,Yes
High Land Green Apartment,3,Yes
Natural City,4,Yes
Rishi Ecoview,3,Yes
"Teghoria, Kolkata",3,No
"SOHAM Apartment,Rani Rashmoni Bagan, Santoshpur,Kolkata",2,Yes
Prantik Apartment,2,Yes
"Sonarpr,Krishnapur, Keshtopur,Kolkata",3,Yes
Atri Green Residency,3,No
bhumi apartment,3,No
"Greater Bakul Bithi, Thakurpukur,Kolkata",3,Yes
Golf Green Urban Complex,3,Yes
"Vivekananda apartment ,Madhyamgram, Kolkata",3,Yes
"no 526,Durganagar, North Dum Dum,Kolkata",2,No
"Panchanan Tala, Behala,Kolkata",2,No
"Madhusudhan Apartment,Desh Bandhu Nagar, Baguiati,Kolkata",3,No
"Suraj tori,Sakher Bazar, Purba Barisha,Kolkata",2,Yes
Magnolia Mint,3,No
"Babupara, Purba Putiary,Kolkata",2,Yes
"Sahapur colony,Sahapur, New Alipore,Kolkata",2,No
S A Aloka Apartment,3,Yes
"Sarada Pally, Kolkata",3,No
"Eden City ,Jagannathgarh, Mahheshtala,Kolkata",3,Yes
"Kanishka Co,Jadavpur, Kolkata",2,No
"Purbachal, Nabapally,Kolkata",3,No
"Radharani,Sahid Colony, Paikpara,Kolkata",3,No
"Aranyak Apartment,Arjunpur, Kaikhali,Kolkata",3,No
"Balaji Greens,Panchanan Tala, Behala,Kolkata",3,Yes
shivam apartment,3,No
"Basundhara Apartment ,Arjunpur, Kaikhali,Kolkata",3,Yes
"Biswanath Colony, Sinthi,Kolkata",3,No
Bina Apartment,2,Yes
"r n das road,Tanu Pukur, Dhakuria,Kolkata",2,Yes
Mohana Apartment,3,Yes
Asha Palace,3,No
Ideal Heights,4,Yes
"Selimpur, Dhakuria,Kolkata",3,Yes
"New Town, Kolkata",3,Yes
"Diamond Park, Joka,Kolkata",3,Yes
"Dumdum ,Rajbari, Dum Dum,Kolkata",2,No
"1332 Mahendra Banerjee Road,45 Pally, Behala,Kolkata",2,No
"Kalyan Nagar, Rahara,Kolkata",3,No
"Kalighat, Kolkata",3,Yes
"aditya tower ,Satgachi, South Dum Dum,Kolkata",3,No
"Sarobar appartment,Dum Dum Park, Kolkata",3,No
JPK Club Residenza,3,Yes
"Shyama Residency ,Bliss Park, Behala,Kolkata",3,No
Sushil Apartment,3,No
"Mundapara, Kolkata",3,No
"Nirmala Residency,Nivedita Colony, Patipukur,Kolkata",3,Yes
"Maayer Anchal Apartment ,Baguiati, Kolkata",4,Yes
"Vivekananda housing complex ,Madhyamgram, Kolkata",3,No
"Banamali Villa,Chittaranjan Colony, Baghajatin,Kolkata",2,Yes
"Sai apartment ,Emboss aaloy, Harinavi,Kolkata",3,Yes
Azadgarh Residency,2,No
"Nagerbazar, Kolkata",2,Yes
Pubali,3,No
"Greater Bakul Bithi, Thakurpukur,Kolkata",3,Yes
"Debmalya Appartment ,Dum Dum Park, Kolkata",3,No
Maa Tara Apartment,2,Yes
"Amarabati, Sodepur,Kolkata",5,Yes
"Sherwood Estate,Ramchandrapur, Narendrapur,Kolkata",3,No
mannat apartment,2,Yes
"Udayan Pally, Paschim Barisha,Kolkata",3,Yes
Biswakarma Bhavan,3,Yes
"Naskar Para, Prince Anwar Shah Connector,Kolkata",3,Yes
"Sevayatan,Rajbari, Dum Dum,Kolkata",2,No
"north dumdum,Jawpur, South Dum Dum,Kolkata",2,Yes
"Mohini apartment,Dum Dum Park, Kolkata",3,No
"Shanti nivas kolkata,Kalikapur, Haltu,Kolkata",3,No
"Nalban Bheri, Salt Lake City,Kolkata",3,No
anandalok apartment,3,No
"Mohini apartment,Rajbari, Dum Dum,Kolkata",3,No
"Bagha Jatin Pally, Baghajatin,Kolkata",2,Yes
"Abalalay ,Vidyasagar, Ganguly Bagan,Kolkata",2,Yes
Vedic Spa Suites,3,No
Diamond Residency,3,No
Vedic Spa Suites,3,No
"Selimpur, Dhakuria,Kolkata",2,No
"Subhangi Reseidency,Kamardanga, Kolkata",2,Yes
Balaji Tower,3,No
Merlin Estates,3,No
"Reekjoyoni, Rajarhat,Kolkata",3,Yes
"Reekjoyoni, Rajarhat,Kolkata",3,Yes
"Sapphire Apartment,Alipore, Kolkata",3,Yes
"Vivekananda apartment ,Matagiri Harna Pally, Agarpara,Kolkata",3,No
"Narayan abasan ,Ghosh Para, Keshtopur,Kolkata",2,No
"Pritilota,South Dum Dum, Kolkata",2,Yes
"Ashirwad ,Rajbari, Dum Dum,Kolkata",3,No
"swabhumi Tower,Mandirtala, Kolkata",3,Yes
"Purbasa, Bramhapur,Kolkata",3,Yes
"Madhuja Abasan,Lal Garh Colony, South Dum Dum,Kolkata",2,No
Pioneer Priyadarshini,3,No
"Clssic Apartment,South Dum Dum, Kolkata",3,Yes
Daffodil Divine Bliss,3,Yes
"Rani Rashmoni Bagan, Santoshpur,Kolkata",4,Yes
"Kohinoor Apartment ,Airport Gate no. 1, International Airport,Kolkata",2,Yes
Shanti,2,No
"Piyush apartment ,Verner Lane, Belghoria,Kolkata",3,No
"Rajwada Royal Garden,Ramchandrapur, Narendrapur,Kolkata",3,Yes
"Ranjana Apartment ,Deshbandhu Nagar, Kolkata",3,Yes
Parijat Apartment,3,Yes
Vedic Sanjeeva Town Bungalows,4,Yes
"Sonar Kella apartment ,B G Press Colony, Behala,Kolkata",3,Yes
Poddar Vihar,3,Yes
"Tirupati Abasan,Arjunpur, Kaikhali,Kolkata",2,No
"Purba Barisha, Kolkata",2,No
"LAKE VIEW APARTMENT ,Silpara, Purba Barisha,Kolkata",2,Yes
"Silver Spring Society,Tangra, Kolkata",4,Yes
"Vivekananda Appartment,Rajbari, Dum Dum,Kolkata",3,No
Space Silver Spring,4,Yes
"Joyshree, Baranagar,Kolkata",3,Yes
Srinjoy Green Manor,2,Yes
"RAJWADA BLUES ,Ramchandrapur, Narendrapur,Kolkata",3,No
Vedic Sanjeeva Town Bungalows,4,Yes
Jubilee Housing Complex,2,Yes
"Subhangi Reseidency ,Nagerbazar, Kolkata",2,No
Project Green View,3,Yes
"Santiban Apartment,Desh Bandhu Nagar, Baguiati,Kolkata",3,No
"Powder Plaza,Baguiati, Kolkata",3,No
"Bijoygarh, Kolkata",3,No
"Dhan dubbo,Golpark, South Dum Dum,Kolkata",2,No
"Naktala, Garia,Kolkata",2,No
"PS Palm Spring,Seal Lane, Tangra,Kolkata",3,No
Mayfair Symphony,2,Yes
Kamala Garden,3,No
"Jagatpur, Baguiati,Kolkata",3,No
"Desh Bandhu Nagar, Baguiati,Kolkata",3,Yes
Sudha Apartment,3,No
"Jagatpur, Baguiati,Kolkata",3,Yes
"RamLok Residency,Madurdaha, Hussainpur,Kolkata",4,Yes
"Bagmari, Kolkata",3,Yes
Maa Manasha Apartment,2,No
Anila Live Rimjhim,3,Yes
"Lilasree,Bisharpara, Birati,Kolkata",2,No
"East End Gardens,Ballygunj Military Camp, Ballygunge,Kolkata",3,No
"Thirath Residency,Jagatpur, Baguiati,Kolkata",3,No
Purti Jewel,3,Yes
"Kalikapur, Kolkata",2,Yes
" United Towers,Arjunpur, Kaikhali,Kolkata",3,No
Springfield,3,No
"Amrita Abashan I,Sonarpur, Kolkata",2,No
North Plaza Housing Complex,3,Yes
Pratima Apartment,3,Yes
"Nabagram, Panchpota,Kolkata",3,No
"Tinni Township, Bansdroni,Kolkata",3,No
KalindiEstate,3,No
"Renuka appartment jayshree park behala,Sikdar Para, Behala,Kolkata",3,Yes
"Sherwood Estate,Ramchandrapur, Narendrapur,Kolkata",3,No
"Beehive Garden, Belghoria,Kolkata",3,No
Pacific Manor,3,Yes
Larica Tolly,3,Yes
PS Magnum,4,Yes
Space Clubtown Residency,3,No
"Ramnarayan Government Colony, Behala,Kolkata",3,Yes
"104/1,Sakher Bazar, Paschim Barisha,Kolkata",4,Yes
"Amarabati, Sodepur,Kolkata",6,Yes
"Purba Abashan ,New Ballygunge, Kasba,Kolkata",3,Yes
Green View Apartment,3,No
Orbit City,3,Yes
Roop Sagar Apartments,2,Yes
NBCC Vibgyor Towers,3,Yes
"Greenfield Oasis,Greater Bakul Bithi, Thakurpukur,Kolkata",3,No
Shanti Apartment,3,Yes
"May Dibas Pally, Dakshineswar,Kolkata",2,Yes
"Shanti nikant,Hana Para, Keshtopur,Kolkata",3,Yes
"Park pally,Sonarpur, Kolkata",2,Yes
"Mahamaya,Block M, New Alipore,Kolkata",2,No
"May dibas palli,Dakshineswar, Kolkata",2,Yes
"green lake recidency,Sawdagarh Pally, Kashipur,Kolkata",3,Yes
"kajal residence,Nitai Nagar, Mukundapur,Kolkata",3,No
Nirmalya apartment,2,Yes
"Sovana ,Baliya, Garia,Kolkata",3,Yes
"Rajbari, Dum Dum Cantonment,Kolkata",2,No
"Abhyudoy ,Madurdaha, Hussainpur,Kolkata",3,No
Kalicharan Apartment,2,No
Adya Exotica Heights,3,Yes
Magnolia Skyview,3,No
"Eden City,Jagannathgarh, Mahheshtala,Kolkata",3,No
"Prantik Phase 4,Kabardanga, Kolkata",2,Yes
Shanti Enclave,3,No
"Chit Kalikapur, Mukundapur,Kolkata",2,Yes
"Fartabad, Garia,Kolkata",3,Yes
Team Kabya,3,No
"Daspara, Mukundapur,Kolkata",3,Yes
Ambika Residency,3,No
"Srihari Apartment ,Dum Dum Park, Kolkata",2,Yes
"Paddapukur, Bhowanipore,Kolkata",4,Yes
"Subodh Villa,SP Paul Pally, Ariadaha,Kolkata",3,No
"IDOl shelter,Ramchandrapur, Narendrapur,Kolkata",3,Yes
"Sujan Apartment,Green Park, Kamdahari,Kolkata",3,No
Mayfair Mayur,3,Yes
Renuka Apartment,3,Yes
Martin Royal Signature,3,No
"Madhuri,Ballygunge, Kolkata",3,No
Rajeshwari Apartment,3,No
"Kaventer North,Sawdagarh Pally, Kashipur,Kolkata",3,Yes
baguiati market and residential complex,3,No
"Eden City Mahestala,Jagannathgarh, Mahheshtala,Kolkata",3,Yes
"Bhupendra Appartment ,Airport Gate no. 1, International Airport,Kolkata",3,Yes
"Sonar Tori Apartment Baranagar,Bonhooghly on BT Road, Dunlop,Kolkata",2,Yes
Vasant Enclave,3,No
Siddha Town,3,No
"Rajbari, Dum Dum,Kolkata",3,Yes
"Ashwarya Tower ,Rajbari, Dum Dum,Kolkata",3,No
"Amal Apartment,Tinni Township, Bansdroni,Kolkata",3,No
"Saikat Apartment ,Panchanan Tala, Behala,Kolkata",3,No
"Anyaman Apartment ,Haridevpur, Paschim Putiary,Kolkata",3,Yes
Swasti Rittika Abasan,2,Yes
Sunny Nest,2,No
"Apartment Rajarhat,Jagatpur, Baguiati,Kolkata",3,No
"Greenfield Ambition,New Town, Kolkata",3,Yes
SGIL Gardenia,3,No
"Swamiji nagar,Rajbari, Dum Dum,Kolkata",2,No
Godrej Prakriti,3,No
"Chowhati, Rajpur,Kolkata",3,Yes
"Sinthi, Kolkata",3,No
Eden Richmond Enclave,3,Yes
"CPT Colony, Taratala,Kolkata",3,No
Calcutta Green,2,Yes
"Patuli, Kolkata",2,Yes
Bakul Niwas,3,Yes
"Naktala, Garia,Kolkata",2,No
"Utkarsha apartment ,Nagerbazar, Kolkata",3,No
"Vatika Apartment,Panchanan Tala, Behala,Kolkata",3,No
"Block A, Bangur Avenue,Kolkata",2,No
"Sinthi, Kolkata",3,Yes
"IMAN COPERATIVE HOUSING,Shakuntala Park, Sarsuna,Kolkata",3,No
"Bina Enclave,Sarsuna, Kolkata",3,No
Diamond City West,3,No
PayamantiSociety,3,No
Gita Apartment,3,Yes
Siddha Town,2,Yes
DLF New Town Heights,4,Yes
"Reekjoyoni, Rajarhat,Kolkata",3,No
Maa Tara Apartment,3,Yes
"Mousumi Apartment,Fartabad, Garia,Kolkata",2,Yes
BALAKA APARTMENT,3,Yes
Ashok Avenue,2,Yes
"Rajbari, Dum Dum Cantonment,Kolkata",3,Yes
"Rani Rashmoni Bagan, Santoshpur,Kolkata",3,No
Mainaak Gardens,3,No
Natural Heights,3,No
"Dream Expe,Jagatpur, Baguiati,Kolkata",3,Yes
"Ramchandrapur, Narendrapur,Kolkata",3,No
Tolly Twins,2,Yes
"Greater Bakul Bithi, Thakurpukur,Kolkata",2,Yes
Vivekananda Abasan,3,Yes
"Gupta Ashiana,Atghara, Nayabad,Kolkata",3,No
"Eden Flora 1,Atghara, Nayabad,Kolkata",3,No
"MOHANALAYA,Regent Estate, Bijoygarh,Kolkata",3,Yes
"Mohanalaya Aapartment ,Regent Estate, Bijoygarh,Kolkata",3,Yes
Arihant Arihant Garden,2,Yes
Swabhumi Abasan,3,Yes
"brindavan garden,Seal Lane, Tangra,Kolkata",3,Yes
Radharani  apartment,3,Yes
"Grand View Apartments,Dum Dum Park, Kolkata",3,No
Eden Flora,3,Yes
Pratiksha,2,Yes
"Gopalpur Gram, Rajarhat,Kolkata",2,Yes
Swastik Apartment,3,No
"Garia bhramhapur ,Baidyapara, Garia,Kolkata",3,Yes
"3 BHK Flats In Thakurpukur Kolkata,Purbasan, Thakurpukur,Kolkata",3,Yes
"Kalikapur, Haltu,Kolkata",3,Yes
Mahaveer Apartment,3,Yes
"Madhu,Airport Gate no. 1, International Airport,Kolkata",3,No
Verdant Verdant Radha,4,Yes
"Patuli, Kolkata",3,Yes
"Annwesha apartment ,Reekjoyoni, Rajarhat,Kolkata",3,Yes
Ekta Floral,3,Yes
Avani Victoria Greens,3,No
"Himadri ,Ballygunge Gardens, Gariahat,Kolkata",3,Yes
"Shelt,Desh Bandhu Nagar, Baguiati,Kolkata",2,Yes
"satcha,CIT, Cossipore,Kolkata",3,Yes
Ideal Heights,3,Yes
"Purbachal ,Nalban Bheri, Salt Lake City,Kolkata",3,Yes
"Standalone Apartment,Panchanan Tala, Behala,Kolkata",3,Yes
"Team Taurus Bellagio Lvl Nxt,Jagatpur, Baguiati,Kolkata",4,Yes
"Dreamz Asiana,Kalikapur, Kolkata",3,Yes
Natural Residency,3,Yes
"Mrinalini appartment ,Baidyapara, Garia,Kolkata",2,Yes
Jaganath Apartment,2,Yes
"Shikharkunj Apartment,Daspara, Ultadanga,Kolkata",3,No
Diamond City South,3,Yes
"149 D Garfa Main Road ,Adipally, Santoshpur,Kolkata",2,Yes
"Rajbari, Dum Dum Cantonment,Kolkata",3,Yes
"Kalindi Housing Estate, South Dum Dum,Kolkata",3,Yes
Godrej Prakriti Phase 2,3,No
"Prasad Exotica,Kankurgachi, Kolkata",4,Yes
"Bandhabnagar, South Dum Dum,Kolkata",3,No
"shiri Ganesh bulldi,Rajendra Prasad Colony, Tollygunge,Kolkata",3,Yes
"ORCHID PRIMA,Ramchandrapur, Narendrapur,Kolkata",2,No
"ORCHID PRIMA,Ramchandrapur, Narendrapur,Kolkata",3,Yes
"ORCHID PRIMA,Ramchandrapur, Narendrapur,Kolkata",2,Yes
"Vatika Appts ,Bata Colony, Behala Chowrasta,Kolkata",3,Yes
"Appartment ,Durganagar, North Dum Dum,Kolkata",2,No
"K D Abasan,Rabindrapally, Bramhapur,Kolkata",2,No
"Swapnamanjil,Adipally, Santoshpur,Kolkata",3,No
Milan apartment,3,No
Nivedita Apartment,2,No
Labanya Apartment,2,No
"Adipally, Santoshpur,Kolkata",2,No
"Bansdroni Park, Ward No 113,Kolkata",2,Yes
Golf Green Urban Complex,3,Yes
Akashdeep Apartment,2,No
Magnolia Oxygen,3,Yes
Biswanath Apartment,2,Yes
"Utthan 2,Chinar Park, Kolkata",3,No
Ambuja Upohar The Condoville,2,No
"Kankurgachi, Kolkata",4,Yes
"Kabardanga, Kolkata",3,Yes
"Hatiara, Rajarhat,Kolkata",3,No
"IDEAL IMPERIAL ,Nivedita Colony, Patipukur,Kolkata",3,No
Magnolia Skyview,3,No
Magnolia Skyview,3,No
Atri Green Valley,3,Yes
"sucasa green,Ramchandrapur, Kolkata",3,Yes
DC Subarna Bhoomi,2,No
Nirmala Apartment,2,Yes
Digi Grand,2,No
Anurag Abasan,3,Yes
Vinayak Cosmopolis,2,Yes
Vedic IVY Greens,3,Yes
Saraswati Apartment,3,No
Triveni Apartment,2,Yes
"Emboss aaloy, Harinavi,Kolkata",3,No
PS Elixir,3,Yes
"Swamiji Housing Society,Ghoshpara, Patipukur,Kolkata",3,No
"Kalitala housing,Kalitala, Ward No 113,Kolkata",2,Yes
Merlin Warden Lakeview,3,Yes
Merlin Warden Lakeview,3,No
"Adhinath Apartment,Shreebhumi, Lake Town,Kolkata",3,Yes
Mina Apartment,2,No
Fortune Township,3,No
Niharika,1,No
MBPS Waterview,3,Yes
"Lal Garh Colony, South Dum Dum,Kolkata",5,Yes
"Khudiram Pally, Kalagachhia,Kolkata",2,Yes
"Himachal Club,Azadgarh, Regent Park,Kolkata",2,No
Mayfair Twins,3,Yes
"Dipti Kana,Purbachal, Nabapally,Kolkata",3,Yes
BCT Sonar Sansar,2,Yes
Indu Apartment,2,Yes
"Rajbari, Dum Dum Cantonment,Kolkata",2,Yes
"Rajendra Prasad Colony, Tollygunge,Kolkata",3,No
Dakshinayan,3,Yes
"Green Huts,Kusum Kanan, Garia,Kolkata",3,Yes
"Vph aastha,Belgachia, Kolkata",2,Yes
"Rajbari, Dum Dum Cantonment,Kolkata",3,Yes
"VPH AASTHA,Belgachia, Kolkata",2,No
"Society ,Emboss aaloy, Harinavi,Kolkata",3,Yes
Spotlight Rainbow Phase II,3,Yes
"Lake Gardens, Kolkata",2,Yes
"Greater Bakul Bithi, Thakurpukur,Kolkata",4,Yes
"Parnasree, Behala,Kolkata",2,Yes
"Benu Aparment,Bagmari, Kolkata",3,No
"KISHORE NILAY,New Garia, Kolkata",3,Yes
"Bagha Jatin Pally, Baghajatin,Kolkata",2,Yes
"Fariapukur, Shyambazar,Kolkata",3,Yes
"Ashirbad appartment ,Gandhi Colony, Netaji Nagar,Kolkata",3,Yes
"Mani Andaman socity,Fort William, Hastings,Kolkata",3,Yes
"Pratyusha apartment,Khalisha Kota, Birati,Kolkata",3,No
"Sajdeep Apartments,Shreebhumi, Lake Town,Kolkata",3,No
Rajwada Altitude,3,Yes
3 Madurdaha Road,3,Yes
"Indu Apartment ,Sukanta Pally, Baguiati,Kolkata",2,Yes
"Baguiati, Kolkata",3,No
Siddha Eden Lakeville,3,Yes
"Talbanda, Kolkata",3,No
Eden Richmond Park,2,Yes
"Labanya Bhawan,Regent Estate, Bijoygarh,Kolkata",2,No
"Purba Barisha, Kolkata",1,Yes
"Narkeldanga, Kolkata",3,No
"Baghbazar, Kolkata",3,No
"Rani Rashmoni Bagan, Santoshpur,Kolkata",2,Yes
Magnolia Skyview,3,Yes
"Chittaranjan Colony 5, Baghajatin,Kolkata",2,Yes
"Gulmohor,Dharmatala, Taltala,Kolkata",3,Yes
"Gulmohor,Dharmatala, Taltala,Kolkata",3,No
Dum Dum Heights,2,No
Spotlight Rainbow,3,Yes
"Abalalay ,Naktala, Garia,Kolkata",2,Yes
"Larica Polly ,New Town, Kolkata",3,Yes
Fortune Heights,3,Yes
Merlin Calcutta River Side Elgin,2,No
"Dum Dum Park, Kolkata",4,Yes
Atri Green Palace,3,No
parichay apartment,2,Yes
"Jodhpur Park, Kolkata",3,No
Kalabati Apartments,2,Yes
"Netaji Nagar, Kolkata",2,Yes
Upasana Apartment,2,Yes
Deen Mahal Complex,2,Yes
"Dreamland Apartment,Narkeldanga, Kolkata",3,Yes
Atri Green Residency,3,Yes
"Sarada Apartment Ariadaha Rathtala,SP Paul Pally, Ariadaha,Kolkata",2,Yes
Skylark Apartment,2,No
"Ava apartment,Aurobindo Park, Kolkata",2,No
"Kamardanga, Kolkata",3,Yes
"Deep Tower,Chawal Patty, Narayantala,Kolkata",3,Yes
"Jharna apartment,Pansila, Kolkata",3,No
"Suvrima flat,Baidyapara, Garia,Kolkata",4,Yes
"Puspraj Apartment,Panchanan Tala, Behala,Kolkata",2,Yes
"Baranagar Bazar, Kutighat,Kolkata",5,Yes
"TARAMA APARTMENT ,Niranjan Pally, Ward No 113,Kolkata",3,Yes
Unimark Springfield,3,Yes
Argha Apartment,3,No
Avani Victoria Greens,3,Yes
Fortune Heights,3,No
"Matri Bhawa,Purba Putiary, Kolkata",3,Yes
Nandana Apartment,2,No
"Piyali,Panchanan Tala, Behala,Kolkata",3,No
Swastik Apartment,2,No
"Vikramgarh,Bidhanpally, Jadavpur,Kolkata",2,No
Siddha Town,2,Yes
"Brojyoti Apartment,Block A, Bangur Avenue,Kolkata",3,No
"Sristi construction kadamtala RN Tagore road,Silpara, Purba Barisha,Kolkata",1,No
"Park Terrace,Dum Dum Park, Kolkata",3,Yes
"Panchanan Tala, Behala,Kolkata",3,Yes
"Amarpalli, South Dum Dum,Kolkata",3,Yes
"Dum dum,Basak Bagan, South Dum Dum,Kolkata",3,Yes
"Aikatan apartment,Nagerbazar, Kolkata",2,Yes
"Park Circus, Ballygunge,Kolkata",2,Yes
"Nagerbazar, Kolkata",2,Yes
"wind apartment ,New Ballygunge, Kasba,Kolkata",3,No
Debi Apartment,2,Yes
"Eite Estate,Regent Estate, Bijoygarh,Kolkata",3,No
"Naktala area ,Naktala, Garia,Kolkata",3,Yes
Bansdroni Apartment,2,No
"Paschim Putiary ,Haridevpur, Paschim Putiary,Kolkata",2,No
"East wind apartment ,Ruby Park East, Kasba,Kolkata",3,Yes
